full_name, stars, forks, description, language
RobinLinus/socialmedia-leak, 527, 45, "A demo of cross origin login detection for most major web platforms", HTML
jaywcjlove/linux-command, 436, 107, "Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。", HTML
neveragaindottech/neveragaindottech.github.io, 343, 1812, "Source files for the neveragain.tech site", HTML
callmelanmao/yunshare, 265, 69, "百度云分享爬虫项目", HTML
rougier/from-python-to-numpy, 249, 30, "An open-access book on numpy vectorization techniques, Nicolas P. Rougier, 2017", HTML
josephernest/talktalktalk, 234, 28, "TalkTalkTalk is an easy-installable small chat room, with chat history.", HTML
layui/fly, 232, 41, "基于Layui的轻量级问答社区页面模版", HTML
samayshamdasani/enlight, 218, 36, "learn to code by building projects", HTML
codrops/TiltHoverEffects, 209, 32, "Some ideas for hover effects with a fancy tilt effect. Inspired by the effect seen on Kikk 2015.", HTML
TrumpTracker/trumptracker.github.io, 203, 27, "Open source for http://trumptracker.github.io/", HTML
AI-ON/ai-on.org, 192, 20, "AI•ON projects repository and website source.", HTML
codrops/BlockRevealers, 192, 20, "Ideas for revealing content in a schematic box look as seen around the Web lately.", HTML
luyishisi/Anti-Anti-Spider, 187, 97, "越来越多的网站具有反爬虫特性，有的用图片隐藏关键数据，有的使用反人类的验证码，建立反反爬虫的代码仓库，通过与不同特性的网站做斗争（无恶意）提高技术。（欢迎提交难以采集的网站） ", HTML
hbxeagle/rem, 187, 58, "rem adapt", HTML
tiaanduplessis/tipograf, 181, 9, "Lightweight pure CSS typography base for your next project", HTML
dhparkdh/resume-for-web-developer, 158, 22, "resume-for-web-developer", HTML
notwaldorf/font-style-matcher, 153, 7, "⚡️🎨 Matches the x-heights and widths of two fonts", HTML
jamielhf/vue, 149, 101, "", HTML
ryanhoo/Android-Proficiency-Exercise, 146, 41, "Impress me", HTML
jacquerie/stop-the-bullshit, 135, 8, "Blocks websites that publish fake news, and hides their posts on Facebook", HTML
ivanceras/spongedown, 131, 2, "Markdown with svg bob support", HTML
surikov/webaudiofont, 128, 10, "Web Audio Font - Soundfont for Web Audio API", HTML
davestewart/javascript-state-machine, 116, 3, "An expressive, feature-rich, event-driven JavaScript finite-state machine", HTML
WardCunningham/remodeling, 112, 7, "The original wiki rewritten as a single page application", HTML
gundb/gun-starter-app, 100, 3, "Framework agnostic starter code for gun apps", HTML
octobox/octobox, 1148, 62, ":postbox: Take back control of your GitHub Notifications", Ruby
rails/webpacker, 644, 31, "Use Webpack to manage app-like JavaScript modules in Rails", Ruby
adamcooke/procodile, 405, 4, "🐊 Run Ruby/Rails processes in the background on Linux servers with ease", Ruby
KrauseFx/overkill, 333, 16, "Don't let iTunes interrupt your workflow 💥🎵   ", Ruby
antisnatchor/phishlulz, 266, 112, "", Ruby
aleks/ansible-rails, 163, 10, "Ansible: Ruby on Rails Server (Ubuntu 16.x)", Ruby
LendingHome/zero_downtime_migrations, 160, 3, "Zero downtime migrations with ActiveRecord and PostgreSQL", Ruby
iberianpig/fusuma, 149, 5, "Multitouch gestures with libinput dirver on X11, Linux", Ruby
michaelfeathers/scythe, 133, 8, "A tool for detecting barely used code in production", Ruby
github/octocatalog-diff, 123, 8, "Compile Puppet catalogs from 2 branches, versions, etc., and compare them", Ruby
michenriksen/birdwatcher, 121, 18, "Data analysis and OSINT framework for Twitter", Ruby
keepcosmos/terjira, 120, 5, "Terjira is a very interactive and easy to use CLI tool for Jira.", Ruby
chendo/airchat, 119, 3, "AirChat lets you chat to nearby users by abusing the AirDrop interface on OS X.", Ruby
cookpad/kuroko2, 116, 10, "Kuroko2 is a web-based job scheduler / workflow engine.", Ruby
Mrs4s/BaiduPanDownload, 1930, 351, "百度网盘不限速下载工具", C#
Unity-Technologies/PostProcessing, 700, 81, "Post Processing Stack", C#
keijiro/Skinner, 307, 29, "Special Effects with Skinned Mesh in Unity", C#
JimBobSquarePants/ImageSharp, 266, 38, ":camera: A cross-platform library for the processing of image files; written in C#", C#
Tlaster/YourAV, 256, 21, "宇宙级最轻量杀毒软件", C#
aspnet/SignalR, 238, 35, "Incredibly simple real-time web for ASP.NET Core", C#
EduardoPires/EquinoxProject, 215, 61, "Full ASP.NET Core application with DDD, CQRS and Event Sourcing", C#
sabresaurus/SabreCSG, 134, 16, "Level design tools for Unity", C#
yuleyule66/Npoi.Core, 126, 40, "a .NET Core library that can read/write Office formats without Microsoft Office installed. No COM+, no interop.", C#
Unity-Technologies/EditorVR, 124, 18, "Author VR in VR - See blog post for supporting downloads:", C#
Screetsec/Dracnmap, 452, 100, "Dracnmap is an open source program which is using to exploit the network and gathering information with nmap help. Nmap command comes with lots of options that can make the utility more robust and difficult to follow for new users. Hence Dracnmap is designed to perform fast scaning with the utilizing script engine of nmap and nmap can perform various automatic scanning techniques with the advanced commands.", Shell
pimterry/notes, 385, 22, ":pencil: Simple delightful note taking, with more unix and less lock-in.", Shell
gojuno/mainframer, 333, 18, "Pretty universal instruction and script to setup Remote Build for Android project that uses Gradle (and potentially other build systems).", Shell
plexinc/pms-docker, 294, 19, "Plex Media Server Docker repo, for all your PMS docker needs.", Shell
SafeBreach-Labs/pwndsh, 253, 37, "Post-exploitation framework (and an interactive shell) developed in Bash shell scripting", Shell
MakeNowJust/bashcached, 251, 11, "memcached built on bash + socat", Shell
thomaspaulmann/Swish, 170, 2, "👷Build Swift Projects on a Remote Machine within Xcode.", Shell
sroberts/awesome-iocs, 146, 13, "A collection of sources of indicators of compromise", Shell
Cyclenerd/gallery_shell, 136, 9, "📷 Bash Script to generate static responsive image web galleries.", Shell
IFSight/d4m-nfs, 131, 13, "Docker for Mac with NFS for performance improvements over osxfs", Shell
uptownhr/ipfs-screenshot, 122, 10, "Like Cloudapp using IPFS", Shell
b3rito/yodo, 115, 13, "Local Privilege Escalation ", Shell
hs-cx/snmp_mib_archive, 108, 13, "An archive of over 3000 unique SNMP MIBs", Shell
NicoHood/guestwlan, 108, 9, "Easy & Secure Guest WLAN setup with QR code GUI and photodiashow.", Shell
akka/alpakka, 178, 49, "Enterprise Integration Done Right — Alpakka", Scala
Algomancer/Full-Stack-Scala-Starter, 144, 12, "Play 2.5, ScalaJS, Binding.scala starter project.", Scala
weavejester/integrant, 156, 7, "Micro-framework for data-driven architecture", Clojure
mogenslund/liquid, 108, 7, "Clojure Text Editor, for editing clojure code and markdown. Written entirely in Clojure with inspiration from Emacs and Vim.", Clojure
escherize/tracks, 102, 3, "Shape based destructuring", Clojure
michelson/dante2, 133, 7, "A complete rewrite of dante editor in draft-js, demo:", CoffeeScript
nathancahill/Anycomplete, 1451, 37, "The magic of Google Autocomplete while you're typing. Anywhere.", Lua
phillipi/pix2pix, 1416, 150, "Image-to-image translation using conditional adversarial nets", Lua
jcjohnson/fast-neural-style, 1376, 223, "Feedforward style transfer", Lua
ChaosForge/doomrl, 666, 100, "D**m, the Roguelike", Lua
OpenNMT/OpenNMT, 551, 97, "Open-Source Neural Machine Translation in Torch", Lua
google/FluidNet, 241, 29, "Accelerating Eulerian Fluid Simulation With Convolutional Networks", Lua
reedscot/nips2016, 205, 26, "Learning What and Where to Draw", Lua
cvondrick/soundnet, 163, 27, "SoundNet: Learning Sound Representations from Unlabeled Video. NIPS 2016", Lua
r00t-3xp10it/morpheus, 151, 35, "Morpheus - Automated Ettercap TCP/IP Hijacking Tool", Lua
diacritic/wssdl, 146, 3, "Wireshark-Specific Dissector Language", Lua
tensorflow/haskell, 346, 34, "Haskell bindings for TensorFlow", Haskell
haskus/haskus-system, 267, 10, "Haskus system", Haskell
steveshogren/10-minute-vim-exercises, 134, 11, "The exercise files from 10 Minute Vim, for convenience of readers", Haskell
input-output-hk/pos-haskell-prototype, 102, 6, "pos cryptocurrency prototype", Haskell
extr0py/oni, 710, 20, "NeoVim front-end UI focused on IDE-like extensibility", VimL
liuchengxu/space-vim, 346, 37, ":seedling: An elegant vim distribution for spacemacs", VimL
lifepillar/vim-mucomplete, 158, 3, "Chained completion that works the way you want!", VimL
rhysd/8cc.vim, 154, 1, "C Compiler written in Vim script", VimL
vim-chat/vim-chat, 128, 15, "Chatting plugin for neovim and vim8", VimL
cassidoo/vim-up, 125, 4, "A bunch of vim shortcuts, colors, and bundles to make your life easier", VimL
yuttie/comfortable-motion.vim, 124, 3, "Brings physics-based smooth scrolling to the Vim world!", VimL
rstudio/blogdown, 128, 5, "Create Blogs and Websites with R Markdown", R
yihui/xaringan, 125, 9, "Presentation Ninja 幻灯忍者 · 写轮眼", R
ZuzooVn/machine-learning-for-software-engineers, 11731, 1542, "A complete daily plan for studying to become a machine learning engineer.", 
Developer-Y/cs-video-courses, 8746, 775, "List of Computer Science courses with video lectures.", 
255kb/stack-on-a-budget, 5636, 245, "A collection of services with great free tiers for developers on a budget", 
engineerapart/TheRemoteFreelancer, 4304, 183, "Listing of community-curated resources to find topical remote freelance & contract work for software developers, web designers, and more!", 
noffle/art-of-readme, 4204, 167, ":love_letter: Learn the art of writing quality READMEs.", 
nothings/single_file_libs, 2489, 114, "List of single-file C/C++ libraries.", 
AnthonyCalandra/modern-cpp-features, 2057, 105, "A cheatsheet of modern C++ language and library features.", 
sqreen/awesome-nodejs-projects, 2056, 79, "Curated list of awesome open-source applications made with Node.js", 
rstacruz/webpack-tricks, 1940, 46, "Tips and tricks in using Webpack", 
VoLuong/Begin-Latex-in-minutes, 1852, 94, ":bowtie: Brief Intro to LaTeX for beginners that helps you use LaTeX with ease. Comments and Contributions are welcomed :thumbsup: ", 
keonkim/awesome-bits, 1705, 83, ":computer: A curated list of awesome bitwise operations and tricks", 
SmartisanTech/android, 1378, 157, "Smartisan open source code for full build.(repo manifest xml)", 
BruceDone/awesome-crawler, 1370, 124, "A collection of awesome web crawler,spider in different languages", 
McFrankline/Blockchain-stuff, 1015, 51, "Blockchain and Crytocurrency Resources", 
sbrugman/deep-learning-papers, 942, 80, "Papers about deep learning ordered by task, date. Current state-of-the-art papers are labelled.", 
sangupta/ps, 877, 43, "Problem Solving", 
DynamicCocoa/DynamicCocoa, 803, 77, "A framework for running Cocoa code dynamically.", 
ruanyf/document-style-guide, 782, 166, "中文技术文档的写作规范", 
soumith/ganhacks, 735, 96, "starter from 'How to Train a GAN?' at NIPS2016", 
facebookincubator/react-vr, 690, 14, "Issues-only repo for React VR - a React Native platform to run 3D and WebVR content.", 
AoDevBlue/MaterialValues, 668, 33, "An Android library for material design values", 
GeekLiB/Lee-VR-Source, 652, 139, "VR developers necessary resources(VR 开发者必备资源汇总)", 
xinghongfei/awesome-view, 542, 132, "自定义View有这些足够了", 
Nax/longflow-manifesto, 533, 23, ":coffee: The longflow manifesto", 
allenwong/MakeIconsWithSketch, 495, 25, "Simple tutorials about how to make icons with Sketch. ", 
flyeralarm/onboarding, 463, 32, "A list of resources we at flyeralarm use to get new developers up and running", 
melnik909/frontend-whitelist, 443, 73, "Frontend WhiteList — это список полезных ресурсов для разработчиков интерфейсов", 
gdgbeijing/devfest2016, 437, 88, "http://chinagdg.org/2016-devfest-beijing/", 
sfermigier/awesome-functional-python, 417, 22, "", 
google/bbr, 414, 53, "", 
jivoi/awesome-ml-for-cybersecurity, 362, 82, " :octocat: Machine Learning for Cyber Security", 
1ppm/1ppmLog, 347, 137, "Release one side project per month, log your results here!", 
ggomaeng/better-developer-quotes, 346, 26, "💡 A compilation of answers I received from other developers when I asked them--'How do I become a better developer?'", 
joggerplus/awesome-weex, 335, 47, "A curated list of awesome Weex guides, articles, sites, tools, projects and resources. ", 
adam-s/facebook-pixel-guide, 319, 19, "A guide to using Facebook pixel for efficient ad campaigns", 
jirengu/frontend-interview, 299, 36, "前端笔试面试题题库", 
QConChina/QConShanghai2016, 298, 175, "QCon上海2016幻灯片", 
LineageOS/android, 297, 32, "Misc Android stuff", 
awslabs/serverless-application-model, 292, 28, "AWS Serverless Application Model (AWS SAM) prescribes rules for expressing Serverless applications on AWS.", 
SKTBrain/awesome-starcraftAI, 281, 18, "A curated list of resources dedicated to StarCraft AI.", 
mikaelbr/open-source-ideas, 279, 5, ":open_hands: Ever had a cool idea to an Open Source project but didn't have the time to implement yourself? Let someone else give it a try!", 
Geekbang/ArchSummit, 269, 101, "ArchSummit全球架构师峰会", 
GeekLiB/AR-Source, 259, 72, "Augmented reality (AR) development resources(增强现实开发资源汇总)", 
github/game-off-2016, 253, 581, "GitHub's month-long game jam :video_game: November 2016", 
sindresorhus/promise-fun, 244, 4, "Promise packages, patterns, chat, and tutorials", 
mylxsw/growing-up, 244, 43, "程序猿成长计划", 
SwiftOldDriver/SwiftMarch, 241, 37, "从开发者角度介绍被广泛运用于实际Swift项目中的开源库。", 
ExtremeMart/DeepLearningBook-CN, 233, 81, "A translation of the deep learning book (翻译《深度学习》)", 
staltz/comver, 220, 1, "Compatible Versioning: major.minor only", 
daijifeng001/TA-FCN, 219, 31, "Fully Convolutional Instance-aware Semantic Segmentation", 
Developer-Y/Scalable-Software-Architecture, 209, 39, "Collection of tech talks, papers and web links on Distributed Systems, Scalability and System Design.", 
zhengmin1989/GreatiOSJailbreakMaterial, 207, 38, "Great iOS Jailbreak Material!  - I Read Hundreds of Papers and PPTs. Only List the Most Useful Materials Here!", 
Miej/GoDeeper, 204, 19, "", 
figs-lab/datalegreya, 204, 12, "Datalegreya, the typeface that melts text and data visualisation", 
duffn/dumb-password-rules, 204, 30, "Shaming sites with dumb password rules.", 
ryanhoo/make-icons, 203, 15, "A demonstration for practicing Sketch skills by following the tutorial #makeicons step by step.", 
Gorcenski/voting-machines, 200, 4, "A repo for exploring the software quality of electronic voting machines", 
tee4it/itprints, 199, 13, "Prints and posters for IT Professionals", 
xairy/linux-kernel-exploitation, 198, 57, "A bunch of links related to Linux kernel fuzzing and exploitation", 
prahladyeri/CuratedLists, 194, 20, "Curated Lists of various things", 
ysrc/F-Scrack, 192, 104, "F-Scrack is a single file bruteforcer supports multi-protocol", 
yuguo/BAT-internal-referral, 188, 9, "BAT等国内互联网公司内推", 
petergerner/alaptorveny, 184, 18, "Magyarország Alaptörvénye", 
jeantil/admission_post_bac, 182, 25, "", 
tencentyun/wafer, 182, 36, "Wafer - 快速构建具备弹性能力的微信小程序", 
Developer-Y/technical-interviews, 181, 43, "", 
jonschlinkert/maintainers-guide-to-staying-positive, 179, 10, "Don't let the trolls get you down! Use this reference to avoid open-source burnout and keep doing what you love: writing code! Contributions and any kind of improvements are very welcome!", 
weixin/WeIndex, 175, 33, "微信相关资源索引", 
sindresorhus/iterm2-snazzy, 175, 2, "Elegant iTerm2 theme with bright colors", 
knowbody/react-native-online-meetups, 173, 19, "Help make this amazing, add any suggestions in the GH issues", 
mafintosh/awesome-p2p, 171, 5, "List of great p2p resources", 
roman01la/closure-compiler-handbook, 165, 1, "How to use Google's Closure Compiler", 
JosPolfliet/awesome-datascience-ideas, 156, 11, "A list of awesome and proven data science use cases and applications", 
bfirsh/funker, 155, 3, "Functions as Docker containers", 
cncf/landscape, 155, 20, "Cloud Native Landscape document", 
MasterStudio/MasterWechatApp, 153, 25, "『微信小程序』优秀教程、轮子、开源项目 资源汇总", 
php-pds/skeleton, 152, 5, "Standard PHP package skeleton.", 
thepracticaldev/dev.to, 152, 0, "Where programmers share ideas and help each other grow", 
jasnell/proposal-istypes, 152, 4, "TC-39 Proposal for additional is{Type} APIs", 
gutfeeling/beginner_nlp, 151, 35, "A curated list of beginner resources in Natural Language Processing", 
jakearchibald/navigation-transitions, 150, 11, "", 
gradiuscypher/infosec_getting_started, 147, 19, "A collection of resources/documentation/links/etc to help people learn about Infosec and break into the field.", 
liuchengxu/git-commit-emoji-cn, 141, 14, "😁 git commit emoji 使用指南", 
paf31/24-days-of-purescript-2016, 140, 3, "24 Days of PureScript, 2016", 
jivoi/awesome-osint, 139, 30, ":scream: A curated list of amazingly awesome OSINT", 
adminho/learning-it, 137, 47, "", 
laravel/spark-tests, 134, 26, "", 
drakeet/Effective-MultiType, 134, 24, "", 
hindupuravinash/nips2016, 133, 14, "A list of resources for all invited talks, tutorials, workshops and presentations at NIPS 2016", 
ReactNativeNews/React-Native-Apps, 132, 18, "Curated List of Open Source React Native Apps", 
caisah/emacs.dz, 128, 17, "Awesome emacs config files", 
passy/awesome-recursion-schemes, 125, 1, "Resources for learning and using recursion schemes.", 
arXivTimes/arXivTimes, 125, 4, "repository to research & share the machine learning articles", 
DxF5H/lightbox, 125, 10, "Simple lightbox script without dependencies (not even jQuery).", 
kendricktan/non-overwhelming-machine-learning, 124, 6, "A (non overwhelming) list of Machine Learning resources for beginners", 
sjchoi86/dl_tutorials_10weeks, 123, 44, "Deep Learning Tutorials for 10 Weeks", 
limedroid/HexoLearning, 121, 15, "Hexo博客搭建全攻略", 
zoeminghong/go-library, 120, 25, "", 
etsy/DebriefingFacilitationGuide, 117, 7, "Leading Groups at Etsy to Learn From Accidents", 
vicky002/TheUltimateInternshipGuide, 116, 27, "Best guide for internship.", 
manasthakur/learn-vim, 115, 6, "Learn the (arguably) best text-editor on the planet.", 
NaNoGenMo/2016, 113, 7, "National Novel Generation Month, 2016 edition.", 
amitshekhariitbhu/awesome-android-things, 113, 15, "A curated list of awesome android things tutorials, libraries and much more at one place", 
alicegoldfuss/oncall-handbook, 110, 19, "Tips and tricks for getting through on-call", 
PyCN/pythoncn-projects, 109, 42, "Python中文社区Git项目汇总，项目组QQ群：477542380  项目组论坛地址：", 
Miserlou/Mackenzie, 102, 0, "AWS Lambda Infection Toolkit // Persistent Lambda Malware PoC", 
aviaryan/awesome-no-login-web-apps, 100, 20, ":star2: Awesome (free) web apps that work without login", 
