full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank,prs_open,prs_closed,issues_open,issues_closed,contributors, commits
oklog/ulid,ulid,Universally Unique Lexicographically Sortable Identifier (ULID) in Go,600,8,Go,oklog,OK Log,Organization,,,,,,1460,0,1,0,3,2,16
smallnest/rpcx,rpcx,rpcx is a distributed RPC service framework based on net/rpc like  alibaba Dubbo and weibo Motan. One of best performance RPC frameworks.,600,96,Go,smallnest,smallnest,User,China,35.86166,104.195397,,China,1460,0,16,2,61,10,201
JakeWharton/retrofit2-rxjava2-adapter,retrofit2-rxjava2-adapter,An RxJava 2 CallAdapter.Factory implementation for Retrofit 2.,599,40,Java,JakeWharton,Jake Wharton,User,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Pittsburgh,United States,1462.5,0,13,0,6,2,38
ElemeFE/restc,restc,A server-side middleware to visualize REST requests.,599,47,HTML,ElemeFE,饿了么前端,Organization,Shanghai,31.230416,121.473701,Shanghai,China,1462.5,0,3,3,4,3,55
gagakj/GaGaMall,GaGaMall,React Native开发嘎嘎商城客户端,598,173,JavaScript,gagakj,gagakj,Organization,JiangSu NanTong,31.980172,120.894291,Nantong,China,1465,1,1,9,4,2,109
daylerees/scientist,scientist,A PHP experimentation library inspired by Github's own Scientist.,598,17,PHP,daylerees,Dayle Rees,User,"Wales, UK",52.1306607,-3.7837117,,United Kingdom,1465,4,8,0,4,4,53
bufferapp/android-guidelines,android-guidelines,Project Guidelines for the Android Buffer App,598,89,,bufferapp,Buffer,Organization,,,,,,1465,5,4,1,3,7,27
misakuo/3dTagCloudAndroid,3dTagCloudAndroid,Tagcloud component for android,597,135,Java,misakuo,moxun,User,"HangZhou, China",30.274085,120.15507,Hangzhou,China,1467.5,0,4,0,11,3,80
LeonardoCardoso/SwiftLinkPreview,SwiftLinkPreview,"It makes a preview from an URL, grabbing all the information such as title, relevant texts and images.",597,34,Swift,LeonardoCardoso,Leonardo Cardoso,User,Berlin,52.5200066,13.404954,Berlin,Germany,1467.5,0,11,4,19,3,101
pascalbros/PAPermissions,PAPermissions,A unified API to ask for permissions on iOS,596,48,Swift,pascalbros,Pasquale Ambrosini,User,,,,,,1470,0,6,3,14,3,45
forsigner/fexo,fexo,A minimalist design theme for hexo.,596,111,CSS,forsigner,forsigner,User,GZ,48.3658011,10.4344416,,Germany,1470,0,13,22,36,10,274
YABhq/Laracogs,Laracogs,"Prepare your Laravel apps incredibly fast, with various commands, services, facades and boilerplates. ",596,52,PHP,YABhq,YAB,Organization,"Barrie, Ontario",44.3893556,-79.6903316,Barrie,Canada,1470,0,48,0,62,15,500
supercwn/SuperPlayer,SuperPlayer,SuperPlayer 是一个基于IjkPlayer的控制器，支持手势操作，滑动快进，快退，支持，上滑音量亮度的变化，支持指点位置播放，播放源的切换,595,134,Java,supercwn,Super南仔,User,,,,,,1473.5,0,0,11,1,1,18
curtis2/SuperVideoPlayer,SuperVideoPlayer,"android超级视频播放器. 集成android流媒体处理的主流框架，vitamio, ijkplayer等等。使用不同的主流框架实现播放本地视频，网络视频，直播等功能。",595,251,Java,curtis2,Simon zhang,User,china,35.86166,104.195397,,China,1473.5,0,1,12,5,2,38
babel/babylon,babylon,:page_with_curl: A JavaScript parser,595,88,JavaScript,babel,Babel,Organization,,,,,,1473.5,20,152,40,56,87,276
matryer/bitbar-plugins,bitbar-plugins,Plugin repository for BitBar,595,298,Shell,matryer,Mat Ryer,User,"London, UK",51.5073509,-0.1277583,London,United Kingdom,1473.5,3,528,6,98,209,1155
limedroid/XDroid,XDroid,轻量级Android快速开发框架,594,137,Java,limedroid,WangLei,User,Shenzhen.China,22.543096,114.057865,Shenzhen,China,1478,0,0,0,3,1,47
plu/pxctest,pxctest,Execute tests in parallel on multiple iOS Simulators,594,26,Swift,plu,Johannes Plunien,User,"Dubai, UAE",25.2048493,55.2707828,Dubai,United Arab Emirates,1478,0,1,3,6,2,207
tbenthompson/cppimport,cppimport,Import C++ files directly from Python!,594,22,Python,tbenthompson,Ben Thompson,User,,,,,,1478,0,5,0,7,4,98
cloudfour/drizzle,drizzle,"A streamlined tool for developing, documenting and presenting UI pattern libraries.",594,27,HTML,cloudfour,Cloud Four,Organization,"Portland, OR",45.5230622,-122.6764816,Portland,United States,1478,0,37,22,33,5,153
grandcentrix/ThirtyInch,ThirtyInch,a MVP library for Android favoring a stateful Presenter,594,56,Java,grandcentrix,grandcentrix GmbH,Organization,"Cologne, Germany",50.937531,6.9602786,Cologne,Germany,1478,3,21,11,16,8,229
raphaelfabeni/css-loader,css-loader,Simple loaders for your web applications using only one div and pure CSS :heart:,593,74,CSS,raphaelfabeni,Raphael Fabeni,User,São Paulo/SP,-23.5505199,-46.6333094,São Paulo,Brazil,1484,1,12,2,6,2,65
GeekGhost/Ghost,Ghost,微影，一款纯粹的在线视频App，基于Material Design + MVP + RxJava + Retrofit + Realm + Glide  ,593,188,Java,GeekGhost,,Organization,beijing,39.904211,116.407395,Beijing,China,1484,0,1,5,4,3,158
DmitryUlyanov/texture_nets,texture_nets,Code for 'Texture Networks: Feed-forward Synthesis of Textures and Stylized Images' paper.,593,131,Lua,DmitryUlyanov,Dmitry Ulyanov,User,Moscow,55.755826,37.6173,Moscow,Russia,1484,0,4,21,38,3,85
markohlebar/Import,Import,Xcode extension for adding imports from anywhere in the code ☝️,593,18,Swift,markohlebar,Marko Hlebar,User,,,,,,1484,0,5,3,10,3,73
ericdouglas/react-learning,react-learning,:link: A curated list of free resources to master React Development :sparkles:,593,48,,ericdouglas,Eric Douglas,User,Brazil,-14.235004,-51.92528,,Brazil,1484,0,5,3,2,5,39
maierfelix/PokeMMO,PokeMMO,:video_game: WebGL Pokemon MMO Engine with Realtime Editor,593,42,JavaScript,maierfelix,Felix Maier,User,"Stuttgart, Germany",48.7758459,9.1829321,Stuttgart,Germany,1484,1,8,2,5,6,97
robinhood/spark,spark,A simple Android sparkline chart view.,593,70,Java,robinhood,Robinhood,Organization,"Palo Alto, CA",37.4418834,-122.1430195,Palo Alto,United States,1484,1,13,1,12,7,38
shu223/Pulsator,Pulsator,Pulse animation for iOS,592,51,Swift,shu223,shu223,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1488.5,0,7,5,4,3,31
dmlc/nnvm,nnvm,Intermediate Computational Graph Representation  for Deep Learning Systems,592,81,C++,dmlc,Distributed (Deep) Machine Learning Community,Organization,,,,,,1488.5,1,78,1,11,7,91
DonJayamanne/pythonVSCode,pythonVSCode,Python support for Visual Studio Code,591,99,Python,DonJayamanne,Don Jayamanne,User,,,,,,1490,3,53,78,482,27,1008
TorchCraft/TorchCraft,TorchCraft,Connecting Torch to StarCraft,590,76,C++,TorchCraft,,Organization,,,,,,1492,0,7,6,7,6,39
cweill/gotests,gotests,Generate Go tests from your source code.,590,23,Go,cweill,Charles Weill,User,"New York, NY",40.7127837,-74.0059413,New York,United States,1492,0,5,14,20,6,283
prolificinteractive/Caishen,Caishen,A Payment Card UI & Validator for iOS,590,38,Swift,prolificinteractive,Prolific Interactive,Organization,"Brooklyn, San Francisco",37.7928961,-122.4073129,San Francisco,United States,1492,0,66,6,33,10,298
manavsehgal/reactspeedcoding,reactspeedcoding,":rocket: Learn React with 30 reusable components, 15 chapters, and 3 single page apps. Fast start project with JavaScript ES6. React Hot Loading. React Router. Redux. PostCSS, FlexBox styling. Firebase database. Webpack packaging. Enzyme, Mocha, Chai BDD testing. ESLint and StyleLint. Browsersync.",589,38,JavaScript,manavsehgal,Manav Sehgal,User,"New Delhi, India",28.6139391,77.2090212,New Delhi,India,1495.5,0,0,5,9,1,308
Automattic/simplenote-macos,simplenote-macos,Simplenote for macOS,589,79,Objective-C,Automattic,Automattic,Organization,Worldwide,,,,,1495.5,0,5,91,7,2,13
NickShahML/tensorflow_with_latest_papers,tensorflow_with_latest_papers,Implementation of Newest RNN and Seq2Seq Features,589,102,Python,NickShahML,Nick Shah,User,"Cincinnati, Ohio",39.1031182,-84.5120196,Cincinnati,United States,1495.5,0,5,7,2,3,38
LiuXingMing/SinaSpider,SinaSpider,新浪微博爬虫（Scrapy、Redis）,589,405,Python,LiuXingMing,幸明老匹夫,User,China.Guangzhou,23.12911,113.264385,Guangzhou,China,1495.5,0,3,29,4,4,33
bingoogolapple/BGAPhotoPicker-Android,BGAPhotoPicker-Android,Android 图片选择、预览、九宫格图片控件、拖拽排序九宫格图片控件,588,136,Java,bingoogolapple,王浩,User,"Chengdu, China",30.572816,104.066801,Chengdu,China,1498,2,35,22,16,2,111
dibakarece/DMPlayer,DMPlayer,DMPLayer is an Android music player prototype ,587,162,Java,dibakarece,Dibakar Mistry,User,"Kolkata,India",22.572646,88.363895,Kolkata,India,1500,0,0,4,0,1,10
chokcoco/jQuery-,jQuery-,jQuery源码解读 -- jQuery v1.10.2 ,587,281,JavaScript,chokcoco,Coco,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,1500,0,1,0,0,1,105
irfansharif/cfilter,cfilter,"Cuckoo Filter implementation in Go, better than Bloom Filters",587,19,Go,irfansharif,irfan sharif,User,"New York, NY",40.7127837,-74.0059413,New York,United States,1500,0,4,2,3,5,13
linuxenko/unstuck-webpack,unstuck-webpack,Webpack quick project creation GUI tool that guide you throught all the options. Created for those who don't like spend time for project configuration (something like codepen),586,18,JavaScript,linuxenko,Svetlana Linuxenko,User,Milkey Way,,,,,1503,0,0,4,4,1,59
MicrosoftEdge/WebGL,WebGL,Microsoft Edge WebGL Implementation,586,43,C++,MicrosoftEdge,Microsoft Edge,Organization,,,,,,1503,0,1,4,0,2,2
javiersantos/AppUpdater,AppUpdater,"A library that checks for your apps' updates on Google Play, GitHub, Amazon, F-Droid or your own server. API 9+ required.",586,117,Java,javiersantos,Javier Santos,User,"Seville, Spain",37.3890924,-5.9844589,Seville,Spain,1503,1,27,9,31,14,208
evanw/thinscript,thinscript,A low-level programming language inspired by TypeScript,585,15,C,evanw,Evan Wallace,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1506,1,1,7,5,2,134
PureDark/H-Viewer,H-Viewer,An android feed reader application which fetch data with selector and regular expression.,585,88,Java,PureDark,,User,,,,,,1506,0,5,7,34,4,411
poteto/elixirconf-2016,elixirconf-2016,ElixirConf 2016 summary,585,62,,poteto,Lauren Tan,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1506,0,55,0,2,43,107
lambci/docker-lambda,docker-lambda,Docker images and test runners that replicate the live AWS Lambda environment,584,24,JavaScript,lambci,LambCI,Organization,New York,40.7127837,-74.0059413,New York,United States,1508.5,1,1,4,9,2,13
substack/hyperx,hyperx,tagged template string virtual dom builder,584,23,JavaScript,substack,James Halliday,User,cyberspace,,,,,1508.5,3,15,7,12,12,64
nvpro-pipeline/vkcpp,vkcpp,C++ Vulkan API,583,80,,nvpro-pipeline,nvpro-pipeline,User,"Santa Clara, CA",37.3541079,-121.9552356,Santa Clara,United States,1512.5,4,64,5,53,2,114
Cleveroad/MusicBobber,MusicBobber,Awesome Audio Widget for any Android Music App,583,117,Java,Cleveroad,Cleveroad Inc.,Organization,Ukraine,48.379433,31.16558,,Ukraine,1512.5,0,7,0,8,4,70
etsy/411,411,An Alert Management Web Application,583,44,PHP,etsy,"Etsy, Inc.",Organization,"Brooklyn, NY",40.6781784,-73.9441579,,United States,1512.5,0,9,25,68,5,140
kristovatlas/osx-config-check,osx-config-check,Verify the configuration of your OS X machine.,583,50,Python,kristovatlas,Kristov Atlas,User,United States,37.09024,-95.712891,,United States,1512.5,3,68,70,43,5,265
apcera/libretto,libretto,"Libretto is a Golang library to create Virtual Machines (VMs) on any cloud and Virtual Machine hosting platforms such as AWS, Azure, OpenStack, vSphere, or VirtualBox.",583,34,Go,apcera,Apcera,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1512.5,2,84,7,11,13,169
Dataman-Cloud/crane,crane,Yet another control plane based on docker built-in swarmkit,583,129,Go,Dataman-Cloud,Dataman Cloud,Organization,Beijing,39.904211,116.407395,Beijing,China,1512.5,0,573,10,40,17,1738
czy1121/update,update,清晰灵活简单易用的应用更新库,582,84,Java,czy1121,ezy,User,东莞,23.020673,113.7518,Dongguan,China,1517,0,0,1,7,1,10
hilongjw/vue-lazyload,vue-lazyload,Vue module for lazyloading images in your vue.js applications.,582,99,JavaScript,hilongjw,Awe,User,"beijing, chengdu",30.5588899,104.2386533,Chengdu Shi,China,1517,0,31,3,62,11,139
deis/workflow,workflow,"Deis Workflow, an open source Kubernetes PaaS.",582,96,CSS,deis,Deis,Organization,"Boulder, CO",40.0149856,-105.2705456,Boulder,United States,1517,6,405,48,216,182,1173
sidkshatriya/dontbug,dontbug,Dontbug is a reverse debugger for PHP,581,7,Go,sidkshatriya,Sidharth Kshatriya,User,,,,,,1520,0,1,4,5,1,198
Nike-Inc/Elevate,Elevate,"Elevate is a JSON parsing framework that leverages Swift to make parsing simple, reliable and composable.",581,37,Swift,Nike-Inc,Nike Inc.,Organization,"Beaverton, OR",45.487062,-122.8037102,Beaverton,United States,1520,1,19,0,5,4,89
google/bloaty,bloaty,Bloaty McBloatface: a size profiler for binaries,581,28,C++,google,Google,Organization,,,,,,1520,0,20,8,8,9,79
leo-stone/hack-petya,hack-petya,search key to restore petya encrypted mft,580,69,Go,leo-stone,,User,,,,,,1524,1,0,3,7,1,5
parro-it/libui-node,libui-node,"Node bindings for libui, an awesome native UI library for Unix, OSX and Windows",580,20,C++,parro-it,Andrea Parodi,User,Italia,41.87194,12.56738,,Italy,1524,1,16,11,22,3,335
fpg1503/MakeXcodeGr8Again,MakeXcodeGr8Again,🔨 Xcode + Plugins = 💙,580,37,Swift,fpg1503,Francesco Perrotti-Garcia,User,SP - Brazil,-23.5505199,-46.6333094,São Paulo,Brazil,1524,0,4,13,10,4,56
Raathigesh/dazzle,dazzle,:rocket: Dashboards made easy in React JS.,580,29,JavaScript,Raathigesh,Raathigeshan Kugarajan,User,"Colombo, Sri Lanka",6.9270786,79.861243,Colombo,Sri Lanka,1524,0,3,4,4,4,90
frontendbr/vagas,vagas,Espaço para divulgação de vagas para front-enders.,580,74,,frontendbr,Front-End Brasil,Organization,,,,,,1524,0,5,81,114,7,28
timwr/CVE-2016-5195,CVE-2016-5195,CVE-2016-5195 (dirtycow/dirtyc0w) proof of concept for Android,579,281,C,timwr,Tim,User,,,,,,1528,0,6,10,27,4,26
gridcontrol/gridcontrol,gridcontrol,ALPHA: Networked Process Manager to execute functions in a Computer Grid,579,30,JavaScript,gridcontrol,Gridcontrol,Organization,0.0.0.0,44.200797,24.5022981,,Romania,1528,0,7,3,16,5,353
gophercon/2016-talks,2016-talks,Slides and Links to slides for 2016 talks,579,83,JavaScript,gophercon,GopherCon,Organization,,,,,,1528,0,41,0,0,35,92
jeasonlzy/NineGridView,NineGridView,"类似QQ空间，微信朋友圈，微博主页等，展示图片的九宫格控件，自动根据图片的数量确定图片大小和控件大小，使用Adapter模式设置图片，对外提供接口回调，使用接口加载图片,支持任意的图片加载框架,如 Glide,ImageLoader,Fresco,xUtils3,Picasso 等，支持点击图片全屏预览大图。",578,149,Java,jeasonlzy,廖子尧,User,北京,39.904211,116.407395,Beijing,China,1532,0,0,9,2,1,25
joshwcomeau/panther,panther,Discover artists through an infinite node graph,578,47,JavaScript,joshwcomeau,Joshua Comeau,User,"Montreal, QC",45.5016889,-73.567256,Montreal,Canada,1532,0,1,2,1,1,215
preshing/junction,junction,Concurrent data structures in C++,578,53,C++,preshing,Jeff Preshing,User,,,,,,1532,0,1,3,13,2,33
kingdido999/zooming,zooming,Image zoom that makes sense.,578,31,JavaScript,kingdido999,Desmond,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1532,0,4,1,12,2,225
MycroftAI/mycroft-core,mycroft-core,"Mycroft Core, the Mycroft Artificial Intelligence platform.",578,138,Python,MycroftAI,Mycroft,Organization,"Lawrence, KS",38.9716689,-95.2352501,Lawrence,United States,1532,10,215,52,165,25,588
JeasonWong/ElemeShoppingView,ElemeShoppingView,仿饿了么点击购物效果,577,101,Java,JeasonWong,巴掌,User,Shanghai,31.230416,121.473701,Shanghai,China,1536,0,0,2,4,1,8
Aspsine/FragmentNavigator,FragmentNavigator,An useful fragment navigator,577,83,Java,Aspsine,Running man!,User,Beijing,39.904211,116.407395,Beijing,China,1536,0,0,0,6,1,25
yasintoy/Slack-Gitsin,Slack-Gitsin,A beautiful Slack command line interface (CLI -> uses 20mb memory).,577,20,Python,yasintoy,Yasin Toy,User,istanbul/turkey,41.0082376,28.9783589,Istanbul,Turkey,1536,1,9,11,5,4,57
Hifone/Hifone,Hifone,"A free, open-source, self-hosted forum software based on the Laravel PHP Framework.",576,108,PHP,Hifone,,Organization,,,,,,1538.5,2,115,15,38,6,368
ello/ello-ios,ello-ios,Ello's open source iOS app,576,54,Swift,ello,Ello,Organization,,,,,,1538.5,2,231,3,16,20,1818
cysmith/neural-style-tf,neural-style-tf,TensorFlow implementation of Neural Style,575,87,C++,cysmith,Cameron,User,,,,,,1540,0,4,1,11,5,198
Hitomis/SpinMenu,SpinMenu,轮盘样式的 Fragment 选择菜单，可转动轮盘切换 Fragment,574,78,Java,Hitomis,Hitomi,User,"Wuhan, China.",30.593099,114.305393,Wuhan,China,1542.5,0,0,0,1,1,47
mpusher/mpush,mpush,MPush开源实时消息推送系统,574,233,Java,mpusher,mpush,Organization,浙江-杭州,30.274085,120.15507,Hangzhou,China,1542.5,1,0,2,3,2,1247
DIYgod/DPlayer,DPlayer,":lollipop:Wow, such a lovely HTML5 danmaku video player",574,95,JavaScript,DIYgod,Wenjie Fan,User,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,1542.5,0,9,8,29,7,133
justinleewells/pogo-optimizer,pogo-optimizer,MITM data analysis utility for Pokemon GO,574,152,JavaScript,justinleewells,Justin Wells,User,"Colorado Springs, CO",38.8338816,-104.8213634,Colorado Springs,United States,1542.5,1,42,0,0,16,259
turbo/openftp4,openftp4,A list of all FTP servers in IPv4 that allow anonymous logins.,573,91,,turbo,minxomat,User,Leipzig & London,51.4220814,12.2203805,Schkeuditz,Germany,1548.5,0,1,0,0,1,16
Jianru-Lin/lambda-view,lambda-view,复杂 JavaScript 源码阅读分析工具,573,50,JavaScript,Jianru-Lin,Jianru Lin,User,China,35.86166,104.195397,,China,1548.5,0,1,3,13,2,45
fullstackreact/react-yelp-clone,react-yelp-clone,Tutorial: Build a Yelp-clone in React,573,109,JavaScript,fullstackreact,Fullstack React,Organization,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1548.5,0,4,3,11,4,23
stevestreza/Relayout,Relayout,Swift microframework for declaring Auto Layout constraints functionally,573,13,Swift,stevestreza,Steve Streza,User,,,,,,1548.5,2,7,2,2,4,62
xuelangZF/CS_Offer,CS_Offer,计算机学科基础知识和主流编程语言相关内容的总结,573,168,C++,xuelangZF,selfboot,User,Guang Zhou,23.12911,113.264385,Guangzhou,China,1548.5,0,8,7,7,5,186
rapid7/metasploitable3,metasploitable3,Metasploitable3 is a VM that is built from the ground up with a large amount of security vulnerabilities.,573,154,HTML,rapid7,Rapid7,Organization,"Boston, MA",42.3600825,-71.0588801,Boston,United States,1548.5,4,31,18,23,7,153
heckpsi-lab/em-midori,em-midori,"Lightweight, Flexible and Fast Ruby Web Framework",573,39,Ruby,heckpsi-lab,,Organization,"Shanghai, China",31.230416,121.473701,Shanghai,China,1548.5,0,45,3,7,11,396
dmytroyarmak/frontend-dev-resources,frontend-dev-resources,List of useful resources for front end developers,573,57,,dmytroyarmak,Dmytro Yarmak,User,"Kyiv, Ukraine",50.4501,30.5234,Kiev,Ukraine,1548.5,0,24,0,0,19,211
ggomaeng/react-native-card-modal,react-native-card-modal,A pure javascript card modal for React Native framework.,572,41,JavaScript,ggomaeng,Sung Woo Park,User,"Los Angeles, CA",34.0522342,-118.2436849,Los Angeles,United States,1553.5,0,2,0,5,2,16
garretyoder/Colorful,Colorful,,572,45,Java,garretyoder,Garret Yoder,User,United States,37.09024,-95.712891,,United States,1553.5,1,1,5,1,3,38
chenliming777/LMLiveStreaming,LMLiveStreaming,"IOS Live,H264 and AAC Hard coding，support GPUImage Beauty， rtmp and flv transmission，weak network lost frame，Dynamic switching rate",571,168,Objective-C,chenliming777,小歪~~~,User,beijing,39.904211,116.407395,Beijing,China,1557,0,0,2,14,1,42
gregdurrett/berkeley-doc-summarizer,berkeley-doc-summarizer,"The Berkeley Document Summarizer is a learning-based, single-document summarization system that extracts source document content, exploits syntactic information to compress it, and uses coreference constraints to ensure clarity.",571,39,Scala,gregdurrett,Greg Durrett,User,"Austin, TX",30.267153,-97.7430608,Austin,United States,1557,0,0,0,0,1,10
flipace/lovli.js,lovli.js,A boilerplate for developing react+redux applications with rethinkdb/horizon as realtime database and express for the server.,571,37,JavaScript,flipace,Patrick Neschkudla,User,vienna,48.2081743,16.3738189,Vienna,Austria,1557,0,5,2,15,6,43
onqtam/awesome-cmake,awesome-cmake,"A curated list of awesome CMake scripts, modules, examples and others.",571,37,,onqtam,Viktor Kirilov,User,"Sofia, Bulgaria",42.6977082,23.3218675,Sofia,Bulgaria,1557,0,8,0,2,8,23
xianhu/LearnPython,LearnPython,以撸代码的形式学习Python,571,439,Python,xianhu,xianhu,User,,,,,,1557,0,11,5,1,8,61
mattprecious/swirl,swirl,"Android's animated fingerprint icon provided in a simple, standalone library.",570,42,Java,mattprecious,Matthew Precious,User,"Kitchener, ON",43.450301,-80.4831917,Kitchener,Canada,1561,0,0,0,2,1,10
ipraba/EPSignature,EPSignature,Signature component for iOS in Swift,570,60,Shell,ipraba,Praba,User,Singapore,1.352083,103.819836,,Singapore,1561,4,15,5,3,6,59
themsaid/laravel-langman,laravel-langman,Language files manager in your artisan console.,570,29,PHP,themsaid,Mohamed Said,User,Egypt,26.820553,30.802498,,Egypt,1561,2,20,6,27,6,216
gopherchina/conference,conference,,569,166,,gopherchina,,Organization,,,,,,1564.5,0,0,0,1,1,1
niniloveyou/StateButton,StateButton,"一个可以用代码设置selector背景（按下去背景颜色更改，样式变化等等）的button, 再也不用写selector了",569,114,Java,niniloveyou,deadline,User,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,1564.5,0,1,3,7,2,25
dop251/goja,goja,ECMAScript 5.1(+) implementation written in Go,569,14,Go,dop251,Dmitry Panov,User,"London, UK",51.5073509,-0.1277583,London,United Kingdom,1564.5,0,3,3,6,3,31
threepointone/markdown-in-js,markdown-in-js,inline markdown for react/jsx,569,9,JavaScript,threepointone,Sunil Pai,User,"Bangalore, India",12.9715987,77.5945627,Bengaluru,India,1564.5,0,2,0,1,3,32
SilenceDut/KnowWeather,KnowWeather,A nice weather app,568,86,Java,SilenceDut,,User,"GuangZhou,China",23.12911,113.264385,Guangzhou,China,1568,0,0,2,1,1,16
oakes/Nightlight,Nightlight,An embedded editor for Clojure,568,18,Clojure,oakes,Zach Oakes,User,"Charleston, SC",32.7764749,-79.9310512,Charleston,United States,1568,0,1,5,11,2,238
alehander42/pseudo,pseudo,"automated algorithm / library translation for Python, JS, Go, C#, Ruby :alien:",568,31,Python,alehander42,Alexander Ivanov,User,"Sofia, Bulgaria",42.6977082,23.3218675,Sofia,Bulgaria,1568,0,5,5,8,5,157
elierotenberg/react-armor,react-armor,Protect your DOM from third-party tampering.,567,15,JavaScript,elierotenberg,Elie Rotenberg,User,France,46.227638,2.213749,,France,1571.5,0,1,2,2,3,9
JustZak/DilatingDotsProgressBar,DilatingDotsProgressBar,A customizable indeterminate progress bar,567,90,Java,JustZak,Zachary Reik,User,NYC,40.7127837,-74.0059413,New York,United States,1571.5,0,5,2,2,5,51
MenaraSolutions/geographer,geographer,PHP library that knows how countries and cities are called in any language,567,41,PHP,MenaraSolutions,Menara Solutions,Organization,"Melbourne, Australia",-37.8136276,144.9630576,Melbourne,Australia,1571.5,0,6,1,5,6,227
mozilla/tofino,tofino,Project Tofino is a browser interaction experiment.,567,69,HTML,mozilla,Mozilla,Organization,"Mountain View, California",37.3860517,-122.0838511,Mountain View,United States,1571.5,3,1023,139,408,20,1503
vvviperrr/SimpleRT,SimpleRT,Simple Reverse Tethering for Android,566,28,C,vvviperrr,Konstantin Menyaev,User,,,,,,1575,0,1,6,8,2,53
DrewML/GifHub,GifHub,Quickly insert GIFs in GitHub comments,566,29,JavaScript,DrewML,Andrew Levine,User,"Austin, TX",30.267153,-97.7430608,Austin,United States,1575,1,3,5,10,3,38
christianalfoni/webpack-bin,webpack-bin,A webpack code sandbox,566,64,JavaScript,christianalfoni,Christian Alfoni,User,Norway,60.472024,8.468946,,Norway,1575,3,13,107,83,8,207
ink-spot/UPCarouselFlowLayout,UPCarouselFlowLayout,A fancy carousel flow layout for UICollectionView on iOS.,565,57,Swift,ink-spot,Paul Ulric,User,"Paris, France",48.856614,2.3522219,Paris,France,1578,3,2,5,6,1,8
chibicode/react-functional-css-protips,react-functional-css-protips,":sunglasses: Functional CSS - The Good, The Bad, and Some Protips for React.js Users",565,12,,chibicode,Shu Uesugi,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1578,0,2,0,7,2,54
carpedm20/deep-rl-tensorflow,deep-rl-tensorflow,TensorFlow implementation of Deep Reinforcement Learning papers,565,116,Python,carpedm20,Taehoon Kim,User,"Seoul, Korea",37.566535,126.9779692,Seoul,South Korea,1578,1,5,3,5,4,57
jiachenmu/Swift-BanTang,Swift-BanTang,"这个开源项目为半糖，[官网➡](http://www.ibantang.com),类似于美丽说，一款电商App，使用语言:Swift2.0,开发工具: Xcode 7.1,纯代码开发,耗时两个多月，数据为本地数据，用Charles进行抓包",564,118,Objective-C,jiachenmu,ManoBoo,User,Beijing ,39.904211,116.407395,Beijing,China,1580.5,0,0,3,0,1,43
hypotext/notation,notation,Collection of quotes on interesting notations & how they affect thought.,564,20,,hypotext,,User,,,,,,1580.5,0,3,5,3,2,11
martinkirsche/wired-logic,wired-logic,Wired Logic - a pixel based logic simulator,563,9,Go,martinkirsche,Martin,User,,,,,,1583,0,0,0,2,1,30
Luxurioust/excelize,excelize,Golang library for reading and writing Microsoft Excel (XLSX) files.,563,37,Go,Luxurioust,Ri Xu,User,,,,,,1583,0,6,0,6,4,53
seedco/StackViewController,StackViewController,A controller that uses a UIStackView and view controller composition to display content in a list,563,31,Swift,seedco,Seed,Organization,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1583,0,24,0,6,6,82
fishwjy/MultiType-FilePicker,MultiType-FilePicker,This is a light Android file picker library.,562,77,Java,fishwjy,Vincent,User,"Chengdu, China",30.572816,104.066801,Chengdu,China,1585.5,0,1,1,2,1,19
ChenYilong/iOS10AdaptationTips,iOS10AdaptationTips,"for iOS10 in [ObjC, Swift, English, 中文] {...}",562,83,Objective-C,ChenYilong,微博@iOS程序犭袁,User,Beijing China.,39.904211,116.407395,Beijing,China,1585.5,0,6,3,3,2,42
josephfusco/angled-edges,angled-edges,:triangular_ruler: Quickly create angled section edges using only Sass,561,39,CSS,josephfusco,Joseph Fusco,User,New York,40.7127837,-74.0059413,New York,United States,1587.5,0,4,1,6,4,77
istarkov/babel-plugin-webpack-loaders,babel-plugin-webpack-loaders,babel 6 plugin which allows to use webpack loaders,561,28,JavaScript,istarkov,Ivan Starkov,User,Moscow,55.755826,37.6173,Moscow,Russia,1587.5,10,135,18,40,13,113
mcxtzhang/SwipeDelMenuLayout,SwipeDelMenuLayout,"The most simple SwipeMenu in the history, 0 coupling, support any ViewGroup. Step integration swipe (delete) menu, high imitation QQ, iOS. ~史上最简单侧滑菜单，0耦合，支持任意ViewGroup。一步集成侧滑(删除)菜单，高仿QQ、IOS。~",560,119,Java,mcxtzhang,张旭童,User,"Shanghai,China",31.230416,121.473701,Shanghai,China,1590.5,0,1,0,12,1,115
