full_name, stars, forks, description, language
oopsguy/WechatSmallApps, 220, 74, "Wechat Small Apps Demos，微信小程序个人案例合集", JavaScript
exupero/islands, 220, 9, "An island generator", JavaScript
qieguo2016/Vueuv, 219, 25, "参照Vue实现的一个JavaScript MVVM 框架，手把手教你从零开始Make Your Own Vue!", JavaScript
gcanti/flow-static-land, 218, 7, "Implementation of common algebraic types in JavaScript + Flow", JavaScript
poberwong/mdcc-client, 218, 48, "a react-native client for mdcc", JavaScript
javierbyte/docs2epub, 216, 16, "Doc scraper and ebook generator / library.", JavaScript
OpenZeppelin/zeppelin-solidity, 215, 35, "Zeppelin, a framework to build secure smart contracts on Ethereum", JavaScript
StephenGrider/ReactNativeReduxCasts, 215, 104, "Companion Repo for The Complete React Native and Redux Course", JavaScript
gavanw/vqisosmall, 214, 33, "Voxel Quest Isometric Small (No Large Files)", JavaScript
ryanflorence/react-lumberjack, 214, 9, "Logging setState for React", JavaScript
wepyjs/wepy, 214, 30, "小程序组件化开发框架", JavaScript
jakearchibald/idb-keyval, 213, 10, "A super-simple-small promise-based keyval store implemented with IndexedDB", JavaScript
JuneDomingo/movieapp, 212, 49, "Discover Movies and TV shows -  React Native ", JavaScript
fullstackreact/food-lookup-demo, 212, 37, "A demonstration of using `create-react-app` with a server", JavaScript
NascHQ/dsw, 210, 12, "Dynamic Service Worker - making your offline Progressive Web Apps way easier", JavaScript
wireapp/wire-desktop, 209, 35, ":computer: Wire for Desktop", JavaScript
Akryum/vue-apollo, 209, 9, "Apollo/GraphQL integration for VueJS", JavaScript
electrode-io/electrode-electrify, 205, 11, "Electrify is an webpack visualizer for analyzing webpack bundles.", JavaScript
blacksonic/babel-webpack-tree-shaking, 204, 9, "Tree-shaking example with Babel and Webpack", JavaScript
gurayyarar/AdminBSBMaterialDesign, 203, 132, "AdminBSB - Free admin panel that is based on Bootstrap 3.x with Material Design", JavaScript
ozzik/Slicer, 203, 9, "Your friendly Sketch slicing helper", JavaScript
phodal/mole, 202, 24, "Mole - based-git cloud note | 墨乐 - GitHub上的云笔记", JavaScript
franciscop/superdom.js, 202, 11, "Better and simpler ES6 DOM manipulation", JavaScript
jaridmargolin/inspect-process, 201, 8, "🔍 Dead simple debugging for node.js using chrome-devtools.", JavaScript
SplittyDev/evee.js, 201, 5, "The lightweight es6 event library.", JavaScript
zeit/hpm, 200, 20, "The official plugin manager for Hyper", JavaScript
svtek/g3l, 199, 14, "Git is easy, github cli is easy but g3l easiest git cli in the w0rld!", JavaScript
istarkov/revue, 198, 2, "github code presentation-review tool", JavaScript
jiangjiu/vue-leancloud-blog, 198, 43, "Vue.js+Vuex+vue-router 我的单页应用博客", JavaScript
sbycrosz/react-native-credit-card-input, 197, 28, "Easy, cross-platform credit-card input for your React Native Project! Start accepting payment 💰 in your app today!", JavaScript
agragregra/optimizedhtml-start-template, 197, 162, "OptimizedHTML is all-inclusive, optimized for Google PageSpeed start HTML5 template with Bootstrap (grid only), Gulp, Sass, Browsersync, Autoprefixer, Clean-CSS, Uglify, Imagemin, Vinyl-FTP, Bower (libs path) and Bourbon support. The template contains a .htaccess file with caching rules for web server.", JavaScript
HeinrichApfelmus/hyper-haskell, 197, 11, "The strongly hyped Haskell interpreter.", JavaScript
stml/welcomejs, 194, 16, "A friendly script.", JavaScript
cute/SketchI18N, 194, 25, "Sketch Internationalization Plugin", JavaScript
jippi/hashi-ui, 193, 28, "A user interface for the HashiCorp Nomad scheduler (formerly nomad-ui)", JavaScript
thanhtungdp/react-native-login-animated, 193, 38, "simple app for animated from other scence", JavaScript
jacted/speed-monitor, 191, 4, "Website performance reports for Slack, Rocket.chat & Mattermost using performance.timing", JavaScript
Templarian/slack-emoji-pokemon, 191, 14, "Slack Pokemon Emojis", JavaScript
googlecreativelab/aiexperiments-drum-machine, 191, 35, "Thousands of everyday sounds, organized using machine learning.", JavaScript
AppianZ/multi-picker, 191, 64, "A Custom Multi Picker(⁎⁍̴̛ᴗ⁍̴̛⁎) 『为移动端而生』的自定义多级联动选择器，可处理各种类型的多级联动，例如时间联动、城市联动、FAQ联动。", JavaScript
airbnb/babel-plugin-dynamic-import-webpack, 190, 13, "Babel plugin to transpile import() to require.ensure, for Webpack", JavaScript
chrisallenlane/novahot, 190, 41, "A webshell framework for penetration testers.", JavaScript
mikeal/dropub, 188, 16, "P2P publishing for everyone.", JavaScript
pagarme/react-event-components, 187, 7, "A set of React components designed to handle global events (interval, keyboard, touch, mouse, etc)", JavaScript
electrode-io/electrode-server, 186, 12, "Electrode's configurable web server using Hapi.js atop Node.js", JavaScript
Viewdesic/viewScroller.js, 184, 22, "Improve your websites using fullpage scrolling", JavaScript
Syncano/syncano-dashboard, 184, 24, "The Syncano Dashboard built with React.", JavaScript
ReactTraining/react-router-addons-routes, 184, 9, "Centralized route configuration conventions and components for React Router", JavaScript
flowtype/flow-remove-types, 183, 14, "🚿 Removes Flow type annotations from JavaScript files with speed and simplicity.", JavaScript
video-react/video-react, 182, 14, "A web video player built for the HTML5 world using React library.", JavaScript
zalmoxisus/redux-remotedev, 182, 5, "Redux DevTools for production (web and React Native) with a highly flexible API.", JavaScript
egoist/eva.js, 182, 6, "💫 A complete solution to building modern webs with Vue.js and its friends.", JavaScript
ui-storybook/sb, 181, 9, "Esiest way to develop, review and  keep UI elements consistent and documented.", JavaScript
Array-Huang/webpack-seed, 181, 47, "这是一个基于webpack的多页应用脚手架", JavaScript
spacelan/wechat-emoticon, 180, 31, "微信表情轰炸器", JavaScript
Microsoft/BikeSharing360_MobileApps, 180, 55, "Beautiful, cross-platform native mobile apps for BikeSharing360.", JavaScript
RedMail/RedMail, 180, 11, "A suitable for private use mail server , simple rapid deployment", JavaScript
xiaoyann/webpack-react-redux-es6-boilerplate, 180, 69, "使用 webpack + react + redux + es6 的组件化前端项目（boilerplate）。", JavaScript
XhstormR/BaiduNetdisk-WAP, 179, 12, "BaiduNetdisk (WAP)", JavaScript
voilet/cmdb, 178, 144, "", JavaScript
jxnblk/reline, 178, 8, "React SVG line icon components", JavaScript
bvaughn/react-presents, 177, 11, "React slideshow framework", JavaScript
activetheory/Paper-Planes-Android-Experiment, 177, 29, "", JavaScript
sebastienvercammen/ptc-acc-gen, 177, 71, "PTC Account Gen [Supported once again]", JavaScript
buckyroberts/React-Redux-Boilerplate, 176, 125, "Awesome React / Redux boilerplate and tutorial.", JavaScript
Microsoft/BotBuilder-Samples, 176, 135, "Welcome to the BotBuilder samples repository. Here you will find task-focused samples in C# and Node.js to help you get started with the Bot Builder SDK!", JavaScript
svtek/docker-network, 175, 8, "Docker network finder ", JavaScript
svtek/leveros-phone-number-fixer, 175, 9, "Leveros based phone number fixer", JavaScript
TomaszRewak/ML-games, 175, 13, "Machine learning games. Use combination of genetic algorithms and neural networks to control the behaviour of in-game objects.", JavaScript
liuzhenangel/react-ruby-china, 174, 45, "RubyChina demo built with react.js, react-router & redux & isomorphic-fetch", JavaScript
nodejs/installer, 174, 21, "Electron based installer for Node.js.", JavaScript
imgntn/j360, 174, 7, "360 Video and Photo Capture in 4K for Three.js", JavaScript
MeCKodo/wxapp-cli, 173, 26, "A simple CLI for scaffolding wxapp projects.", JavaScript
alexzaitsev/apk-dependency-graph, 173, 13, "Android dependency visualizer. It's a tool that helps to visualize the current state of your project. It's really easy to see how tight your classes are coupled.", JavaScript
minooo/React-Study, 172, 92, "渐进式学习React生态圈", JavaScript
svtek/imgfy, 172, 8, "Imgfy, create your html pages easly. :heavy_check_mark:", JavaScript
lanshan-studio/wecqupt, 170, 36, "We重邮 - 微信小程序", JavaScript
TooBug/TooNote, 169, 28, "Markdown笔记软件", JavaScript
LiuCaiHe/wechat-app-sample, 166, 49, "微信小程序示例应用 - 知乎日报", JavaScript
CFETeam/weapp-demo-websocket, 165, 43, "The websocket demo of wechat micro program", JavaScript
benfred/fmin, 164, 23, " Unconstrained function minimization in Javascript", JavaScript
lelandrichardson/redux-entity, 164, 5, "WIP. An abstraction layer around handling normalized entity storage and data fetching with redux", JavaScript
hustcc/onfire.js, 164, 35, ":gun: onfire.js is a simple events dispatcher subscribe / publish library (< 1kb). async, simple and usefull.", JavaScript
rusher81572/picluster, 163, 7, "A Simplified Approach to Container Orchestration", JavaScript
harshjv/github-repo-size, 163, 11, "🚀 Chrome extension to display repository size on GitHub", JavaScript
catalinmiron/mobile-shopping-react-native, 163, 18, "MobileShopping - React Native and Exponent", JavaScript
Coding/WebIDE-Frontend, 163, 31, "WebIDE 前端项目", JavaScript
team-emt/razorframe, 162, 9, "Node library for empowering real-time applications at scale", JavaScript
riolet/SAM, 162, 12, "System Architecture Mapper", JavaScript
sindresorhus/clipboardy, 162, 6, "Access the system clipboard (copy/paste)", JavaScript
petervmeijgaard/vue-2.0-boilerplate, 162, 31, "Vue 2.0 boilerplate for developing medium to large single page applications.", JavaScript
jsonata-js/jsonata, 162, 12, "JSONata query and transformation language", JavaScript
electrode-io/electrode-explorer, 161, 5, "An Electrode application that showcases all of your components in a live demo", JavaScript
DmitryAstafyev/Flex.Patterns, 161, 5, "Flex-patterns is a front-end library (which can be extended to framework), which allows to use simple HTML files as templates, create modules, like requireJS does, create plug-ins as JQ.", JavaScript
speedtracker/speedtracker, 161, 151, "📉 Visualisation layer and data store for SpeedTracker", JavaScript
etiennepinchon/magixjs, 160, 17, "MagiXJS Framework", JavaScript
sanchitgn/remember, 160, 10, "The progressive offline Todo app", JavaScript
threepointone/react-modules, 160, 4, "code splitting as a component", JavaScript
GeekyAnts/NativeBase-KitchenSink, 159, 49, "An example app with all the UI components of NativeBase", JavaScript
i5ting/wechat-dev-with-nodejs, 159, 43, "StuQ《Node.js微信开发》课程文档", JavaScript
liujians/WeApp, 159, 64, "基于微信小程序开发的仿微信demo", JavaScript
anvaka/git-also, 159, 7, "For a `file` in your git repository, prints other files that are most often committed together", JavaScript
surmon-china/vue-codemirror, 158, 14, "❤️ Codemirror component for Vue.js(1.x ~ 2.x) ", JavaScript
gloriajs/gloria, 158, 19, "Gloria is a static website generator, based on NodeJS.", JavaScript
jectychen/wechat-v2ex, 157, 42, "微信小程序-v2ex", JavaScript
outlandishideas/kasia, 156, 6, ":tophat: A React Redux toolset for the WordPress API", JavaScript
scriptify/Recordy, 156, 2, "Record your microphone (or any other input) and add effects to it! In your browser.", JavaScript
vczero/toilet, 156, 58, "一款快速帮你找到附近卫生间的神奇App", JavaScript
ReactTraining/react-history, 156, 6, "Manage session history with React", JavaScript
declandewet/vue-meta, 154, 6, "Manage page meta info in Vue 2.0 components. SSR + Streaming supported.", JavaScript
gztchan/wechat-mini-app, 153, 55, "", JavaScript
mbasso/refraction, 152, 7, "A guard that represents a central point of control in your application", JavaScript
ysrc/GourdScanV2, 152, 110, "被动式漏洞扫描系统", JavaScript
tj/react-hooks, 152, 3, "Fire off actions in stateless components.", JavaScript
douban/rexxar-web, 151, 21, "Mobile Hybrid Framework Rexxar Web Implementation ", JavaScript
awslabs/lambda-refarch-mapreduce, 151, 20, "This repo presents a reference architecture for running serverless MapReduce jobs. This has been implemented using AWS Lambda and Amazon S3.", JavaScript
Abdizriel/nodejs-microservice-starter, 151, 20, ":seedling: NodeJS RESTful API Microservice Starter", JavaScript
mewo2/naming-language, 151, 24, "A generator for naming languages", JavaScript
joshwcomeau/key-and-pad, 151, 4, "🎹  Fun experiment with the Web Audio API 🎶", JavaScript
jbogard/ContosoUniversityCore, 151, 36, "", JavaScript
netpi/baidu-ocr-api, 150, 26, ":eyeglasses: Baidu OCR Api For Node", JavaScript
yanbober/RNPolymerPo, 150, 45, "基于 React Native 的 Android 企业级应用 Demo。", JavaScript
gao-sun/x0popup, 150, 15, "An alternative to original alert, confirm and prompt.", JavaScript
wellyshen/react-cool-starter, 150, 23, "😎 A starter boilerplate for an universal web app with the best development experience and a focus on performance and best practices.", JavaScript
zeit/hyperpower, 149, 32, "HyperTerm particle effects extension", JavaScript
cssobj/cssobj, 149, 6, "Runtime stylesheet manager, turn CSS into JS module, stylesheet CRUD (Create, Read, Update, Delete) in CSSOM, solve common problems of CSS-in-JS, name space (local) class names, vendor prefix, media query hook, styled components", JavaScript
