id, name, type, location
Learning-Software-Development, "云之彼端", Organization, ""
jpush, "极光开发者", Organization, "Shenzhen, China"
KiteSync, "KiteSync", Organization, ""
Stormotion-Mobile, "Stormotion", Organization, "Dnipro, Ukraine"
Lede-Inc, "Lede-Inc", Organization, ""
tryswift, "try! Swift", Organization, ""
yuedu-fm, "悦读FM", Organization, "Fuzhou"
openai, "", Organization, ""
tensorflow, "", Organization, ""
Rochester-NRT, "", Organization, ""
tflearn, "TFLearn", Organization, ""
PokemonGoF, "", Organization, ""
reverse-shell, "Reverse Shell Security", Organization, ""
yahoo, "Yahoo Inc.", Organization, "Sunnyvale, California"
commaai, "", Organization, ""
PokemonGoMap, "", Organization, ""
awslabs, "Amazon Web Services - Labs", Organization, "Seattle, WA"
digitalocean, "DigitalOcean", Organization, "New York, NY"
MagicStack, "magicstack", Organization, "Toronto, Canada"
pypa, "Python Packaging Authority", Organization, ""
airbnb, "Airbnb", Organization, "San Francisco"
deepmind, "", Organization, ""
Yelp, "Yelp.com", Organization, "San Francisco"
blei-lab, "Blei Lab", Organization, "New York, NY"
ansible, "Ansible", Organization, ""
dcos, "DC/OS", Organization, "world-wide"
nerevu, "Nerevu Development", Organization, "Chicago, IL"
ascribe, "ascribe", Organization, "Berlin"
facebookresearch, "", Organization, ""
mozilla, "Mozilla", Organization, "Mountain View, California"
fireeye, "FireEye", Organization, "Milpitas, CA"
Netflix, "Netflix, Inc.", Organization, "Los Gatos, California"
pogodevorg, "PogoDev", Organization, "Pallet Town"
bigchaindb, "BigchainDB", Organization, "Berlin, Germany"
golastmile, "LASTMILE", Organization, "Berlin"
trailbehind, "TrailBehind, Inc.", Organization, "Berkeley, CA"
praetorian-inc, "Praetorian", Organization, "Austin, TX"
devsisters, "Devsisters corp.", Organization, ""
whitesmith, "Whitesmith", Organization, "Portugal"
NetEaseGame, "NetEase Game", Organization, ""
bowenpay, "0fenbei", Organization, "Beijing, China"
TheAlgorithms, "The Algorithms", Organization, "Chandigarh, India"
pavlovai, "Pavlov", Organization, "San Francisco, CA"
LoyaltyNZ, "", Organization, ""
ricequant, "ricequant", Organization, ""
MycroftAI, "Mycroft", Organization, "Lawrence, KS"
GoogleCloudPlatform, "Google Cloud Platform", Organization, ""
shellphish, "Shellphish", Organization, "Santa Barbara"
google, "Google", Organization, ""
Evolving-AI-Lab, "Evolving Artificial Intelligence Lab", Organization, "University of Wyoming"
capitalone, "Capital One", Organization, "McLean, VA"
intelxed, "", Organization, "Massachusetts"
streamlink, "", Organization, ""
alexa-pi, "", Organization, ""
xeneta, "Xeneta", Organization, "Oslo, Norway"
mwrlabs, "MWR Labs", Organization, "Basingstoke, Johannesburg, London, Manchester, Singapore, Dubai"
xflux-gui, "", Organization, ""
ysrc, "YSRC", Organization, ""
nccgroup, "NCC Group Plc", Organization, "Global"
teachthenet, "", Organization, ""
sensepost, "SensePost", Organization, "South Africa"
UnkL4b, "UnkL4b", Organization, ""
quora, "Quora", Organization, "Mountain View, California"
Yam-cn, "Yam-cn", Organization, ""
adaptivethreat, "Adaptive Threat Division", Organization, ""
SerpentAI, "SerpentAI", Organization, "Canada"
secureworks, "SecureWorks", Organization, ""
pyupio, "pyup.io", Organization, ""
pystitch, "", Organization, ""
RedBalloonShenanigans, "", Organization, ""
docker, "Docker", Organization, ""
NYTimes, "The New York Times", Organization, "New York, NY"
googlecreativelab, "Google Creative Lab", Organization, ""
Open365, "", Organization, ""
deepgram, "", Organization, "San Francisco, CA"
ciscocsirt, "Cisco CSIRT", Organization, ""
initialstate, "Initial State", Organization, "Nashville, TN"
sslab-gatech, "sslab.gtisc.gatech.edu", Organization, "School of Computer Science, Georgia Tech"
groveco, "Grove Collaborative", Organization, "San Francisco, CA"
syntarsus, "Syntarsus", Organization, "Colorado"
kalliope-project, "", Organization, ""
anymail, "", Organization, ""
overlap-ai, "overlap.ai", Organization, ""
AmadeusITGroup, "Amadeus IT Group", Organization, "Worldwide"
cherrypy, "CherryPy", Organization, ""
nyu-dl, "", Organization, ""
heuritech, "Heuritech", Organization, ""
GPflow, "", Organization, ""
scikit-optimize, "", Organization, ""
thunlp, "THUNLP", Organization, "FIT Building, Tsinghua University, Beijing"
clab, "Chris Dyer's lab @ LTI/CMU", Organization, "Pittsburgh"
PyFilesystem, "", Organization, ""
wireservice, "wireservice", Organization, ""
MooseDojo, "Moose Dojo", Organization, "Terra Firma"
Azure, "Microsoft Azure", Organization, "Redmond, WA & the cloud"
21dotco, "21.co", Organization, ""
Capgemini, "Capgemini", Organization, ""
chartbeat-labs, "Chartbeat Labs Projects", Organization, "New York, NY"
NorthBit, "NorthBit", Organization, "Israel"
YerevaNN, "YerevaNN", Organization, "Yerevan, Armenia"
gamenet, "GameNet", Organization, "Russia"
dragonchain, "Dragonchain Organization", Organization, "Seattle, WA"
lightbulb-framework, "", Organization, ""
oreilly-japan, "O'Reilly Japan", Organization, ""
laincloud, "LAIN Cloud", Organization, ""
Genetic-Malware, "", Organization, ""
imatge-upc, "Image Processing Group - BarcelonaTECH - UPC", Organization, "Barcelona"
googlesamples, "Google Samples", Organization, ""
hashedin, "HashedIn Technologies Pvt. Ltd.", Organization, "Bangalore, India"
adatao, "Data Intelligence for All", Organization, "SF Bay Area"
yandex, "Yandex", Organization, "Moscow, Russia"
vmware, "VMware ", Organization, "Palo Alto, CA"
HackerHouseYT, "", Organization, ""
aker-gateway, "Aker SSH Gateway", Organization, ""
rednaga, "Red Naga", Organization, "Oakland, Ca"
HazyResearch, "HazyResearch", Organization, "Palo Alto, CA"
Zephrys, "", Organization, ""
Tencent, "Tencent", Organization, "Shenzhen, China"
HT524, "", Organization, ""
tahoe-lafs, "Tahoe-LAFS", Organization, ""
dhs-ncats, "National Cybersecurity Assessments & Technical Services Team (DHS)", Organization, "The Internet"
careercup, "CareerCup", Organization, ""
facebook, "Facebook", Organization, "Menlo Park, California"
CENSUS, "CENSUS", Organization, "Greece"
raiden-network, "", Organization, ""
keystone-engine, "Keystone Engine", Organization, ""
sqreen, "Sqreen", Organization, ""
graphql-python, "GraphQL Python", Organization, ""
Alephbet, "", Organization, ""
mseclab, "Mobile Security Lab", Organization, "Rome"
monkeylearn, "MonkeyLearn", Organization, "USA"
python, "Python", Organization, ""
confluentinc, "Confluent Inc.", Organization, "Palo Alto, CA"
GoSecure, "", Organization, "Montreal, Canada"
influxdata, "InfluxData", Organization, "San Francisco, CA"
intezer, "Intezer Labs", Organization, ""
weaveworks, "Weaveworks", Organization, "London, Berlin and San Francisco"
robinhood, "Robinhood", Organization, "Palo Alto, CA"
cuemacro, "Cuemacro", Organization, "London"
DistrictDataLabs, "District Data Labs", Organization, "Washington, DC"
SecurityInnovation, "Security Innovation", Organization, "1511 3rd Ave, #808 Seattle, WA"
percona, "Percona", Organization, ""
pyqteval, "开山斧   基于python2.7X+qt4的一款跨平台菜刀 (WIN LINUX MAC) ", Organization, "CN"
opencredo, "OpenCredo", Organization, "UK, EU, US"
kylef-archive, "Kyle Fuller Archive", Organization, ""
cisco-sas, "", Organization, ""
multunus, "Multunus Software Pvt. Ltd.", Organization, "Bangalore"
docsbox, "", Organization, ""
osbzr, "", Organization, ""
rancher, "Rancher", Organization, ""
ulule, "Ulule", Organization, ""
UnivaqTelegramBot, "UnivaqTelegramBot", Organization, ""
orobix, "Orobix", Organization, "Bergamo, Italy"
coxlab, "coxlab", Organization, ""
firstlookmedia, "", Organization, ""
douban, "Douban Inc.", Organization, "Beijing, China"
springload, "Springload", Organization, "Wellington, New Zealand"
yandexdataschool, "Yandex School of Data Analysis", Organization, ""
hyperledger, "Hyperledger Project", Organization, ""
datalogai, "datalog.ai", Organization, "San Francisco, CA"
bokeh, "Bokeh", Organization, ""
brmson, "brmson", Organization, ""
IntelLedger, "Sawtooth Lake Distributed Ledger", Organization, ""
XX-net, "XX-Net", Organization, ""
detuxsandbox, "", Organization, ""
ANSSI-FR, "ANSSI", Organization, "Paris, France"
YPlan, "YPlan", Organization, "London, UK"
SideChannelMarvels, "Side-Channel Marvels", Organization, ""
cmusphinx, "", Organization, ""
CSTR-Edinburgh, "", Organization, "Edinburgh"
lyft, "Lyft", Organization, "San Francisco, CA"
Nordeus, "Nordeus", Organization, ""
eset, "ESET", Organization, ""
eXascaleInfolab, "eXascale Infolab", Organization, "Fribourg, Switzerland"
tox-dev, "", Organization, ""
baidu-research, "", Organization, ""
humangeo, "HumanGeo", Organization, "Arlington, VA"
linkedin, "LinkedIn", Organization, "Mountain View, CA, USA"
alestic, "Alestic (Eric Hammond)", Organization, ""
persepolisdm, "Persepolis", Organization, ""
dmlc, "Distributed (Deep) Machine Learning Community", Organization, ""
alibaba, "Alibaba", Organization, "Hangzhou, China"
BugScanTeam, "", Organization, ""
SonyCSL-Paris, "Sony CSL Paris", Organization, ""
OWASP, "OWASP", Organization, ""
Moodstocks, "Moodstocks", Organization, "Paris"
datasciencebr, "Data Science Brigade", Organization, ""
bystep15, "步步为营", Organization, ""
HearthSim, "HearthSim", Organization, "The Hearth"
opentracing, "OpenTracing API", Organization, "Earth"
anchore, "Anchore, Inc.", Organization, ""
raywenderlich, "", Organization, ""
Ramotion, "Ramotion", Organization, "San Francisco, CA"
vapor, "Vapor", Organization, "NYC"
IBM-Swift, "Swift@IBM", Organization, ""
Yalantis, "Yalantis", Organization, "Ukraine, Dnipro"
storehouse, "Storehouse", Organization, "San Francisco, CA"
kickstarter, "Kickstarter", Organization, "Brooklyn, NY"
shadowsocks, "shadowsocks", Organization, ""
linkedin, "LinkedIn", Organization, "Mountain View, CA, USA"
necolt, "NECOLT", Organization, "Vilnius, Lithuania"
RxSwiftCommunity, "RxSwift Community", Organization, "World"
eBay, "", Organization, ""
SwiftKickMobile, "SwiftKick Mobile", Organization, "Austin, TX"
Nike-Inc, "Nike Inc.", Organization, "Beaverton, OR"
Orderella, "Orderella Ltd.", Organization, "London, UK"
BendingSpoons, "Bending Spoons", Organization, "Milan, Italy"
movielala, "MovieLaLa Inc", Organization, "San Francisco, CA"
square, "Square", Organization, ""
IcaliaLabs, "Icalia Labs", Organization, "Monterrey, Mexico"
146BC, "146BC", Organization, ""
tryswift, "try! Swift", Organization, ""
crossroadlabs, "Crossroad Labs", Organization, ""
facebook, "Facebook", Organization, "Menlo Park, California"
BoltsFramework, "", Organization, ""
hyperoslo, "Hyper", Organization, "Oslo"
Lickability, "Lickability", Organization, "New York, NY"
instant-solutions, "", Organization, "Austria"
recruit-mtl, "Recruit Holdings. Media Technology Lab", Organization, "Ginza, tokyo, Japan"
seedco, "Seed", Organization, "San Francisco"
apple, "Apple", Organization, "Cupertino, CA"
ReactiveCocoa, "", Organization, ""
devlucky, "DevLucky", Organization, ""
Raizlabs, "Raizlabs", Organization, "Boston & Bay Area"
MessageKit, "MessageKit", Organization, "iOS"
jiecao-fm, "节操精选 http://jiecao.fm", Organization, "Beijing, China"
PureSwift, "", Organization, "California, USA"
prolificinteractive, "Prolific Interactive", Organization, "Brooklyn, San Francisco"
ello, "Ello", Organization, ""
alibaba, "Alibaba", Organization, "Hangzhou, China"
producthunt, "Product Hunt", Organization, "San Francisco, CA"
SimplicityMobile, "Simplicity Mobile", Organization, "San Francisco, CA"
shinobicontrols, "shinobicontrols", Organization, ""
whitesmith, "Whitesmith", Organization, "Portugal"
exyte, "exyte", Organization, "Russia, Novosibirsk"
Cleveroad, "Cleveroad Inc.", Organization, "Ukraine"
JellyDevelopment, "Jelly Development", Organization, ""
Polidea, "Polidea", Organization, "Warsaw"
KrakenDev, "Hector Matos", Organization, "San Francisco"
Onix-Systems, "Onix-Systems", Organization, "Ukraine"
wayfair, "Wayfair Engineering", Organization, ""
CosmicMind, "CosmicMind", Organization, "Toronto"
ustwo, "ustwo™", Organization, "London / Malmo / New York / Sydney"
wulkano, "Wulkano", Organization, ""
snipsco, "Snips", Organization, "Paris, France"
SwiftKit, "SwiftKit", Organization, ""
freshOS, "fresh", Organization, ""
recruit-lifestyle, "Recruit Lifestyle Co. Ltd.", Organization, "Tokyo, Japan"
symentis, "symentis GmbH", Organization, "Unterhaching, Munich"
utahiosmac, "Utah iOS and Mac Developers", Organization, ""
Awesome-Server-Side-Swift, "", Organization, ""
MDCC2016, "", Organization, ""
Athlee, "", Organization, ""
cookiecutter-swift, "", Organization, ""
nestproject, "Nest", Organization, ""
Alamofire, "Alamofire", Organization, ""
realm, "Realm", Organization, ""
52inc, "52inc", Organization, "Columbia, SC"
WhiskerzAB, "Whiskerz AB", Organization, "Stockholm, Sweden"
SwiftOnEdge, "", Organization, ""
MLSDev, "MLSDev", Organization, "Ukraine"
DroidsOnRoids, "Droids On Roids", Organization, "Wroclaw, Poland"
PGSSoft, "PGS Software", Organization, "POLAND"
iCodeForever, "", Organization, ""
Zewo, "Zewo", Organization, ""
douban, "Douban Inc.", Organization, "Beijing, China"
Buglife, "Buglife", Organization, ""
apollostack, "Apollo GraphQL", Organization, ""
thoughtbot, "thoughtbot, inc.", Organization, "USA & London"
GraphQLSwift, "GraphQL Swift", Organization, ""
eure, "エウレカ", Organization, "Tokyo, Japan"
jobandtalent, "jobandtalent", Organization, "Madrid, Spain"
macoscope, "Macoscope", Organization, "Warsaw, Poland"
Velhotes, "", Organization, ""
CM-Studio, "CM Studio", Organization, "电子科技大学"
PopcornTimeTV, "", Organization, ""
lyft, "Lyft", Organization, "San Francisco, CA"
MailOnline, "MailOnline", Organization, "London, UK"
Swiftification, "Swiftification", Organization, "Stockholm"
ibm-wearables-sdk-for-mobile, "IBM Wearables SDK for Mobile", Organization, ""
OpenKitten, "", Organization, ""
nodes-ios, "Nodes Agency - iOS", Organization, "Copenhagen & London"
NozeIO, "The Noze Consortium", Organization, "Interwebs"
inspace-io, "inspace.io", Organization, "Cracow"
tumblr, "Tumblr", Organization, "New York City"
doubleencore, "POSSIBLE Mobile", Organization, "Denver, CO"
instacart, "Instacart", Organization, "San Francisco, CA"
Flinesoft, "Flinesoft", Organization, ""
qoncept, "Qoncept, Inc.", Organization, ""
pokeweak, "Pokeweak", Organization, ""
VivaReal, "VivaReal", Organization, "São Paulo, Brasil"
carambalabs, "Caramba", Organization, "Planet Earth"
open-swift, "Open Swift", Organization, ""
EurekaCommunity, "Eureka Community", Organization, "World"
ngageoint, "National Geospatial-Intelligence Agency", Organization, "United States"
ParsePlatform, "Parse", Organization, "Menlo Park, CA"
momentumworks, "", Organization, ""
google, "Google", Organization, ""
sourcegraph, "Sourcegraph", Organization, "San Francisco, CA"
future-architect, "", Organization, ""
kubernetes, "Kubernetes", Organization, ""
github, "GitHub", Organization, "San Francisco, CA"
docker, "Docker", Organization, ""
itsabot, "", Organization, ""
uber-go, "", Organization, ""
redspread, "Redspread", Organization, "San Francisco, CA"
Netflix, "Netflix, Inc.", Organization, "Los Gatos, California"
vmware, "VMware ", Organization, "Palo Alto, CA"
uber-common, "Uber Common", Organization, ""
gravitational, "Gravitational Inc", Organization, "San Francisco, CA"
arachnys, "Arachnys", Organization, "London, UK"
labstack, "LabStack", Organization, ""
emc-advanced-dev, "EMC Advanced Development", Organization, "Cambridge, MA"
iron-io, "Iron.io", Organization, "San Francisco, CA"
goadapp, "", Organization, ""
tockins, "", Organization, ""
ok-borg, "", Organization, ""
kubernetes-incubator, "Kubernetes Incubator", Organization, ""
lastbackend, "Last.Backend", Organization, ""
AsynkronIT, "ASYNKRON", Organization, "Stockholm, Sweden"
reconquest, "reconquest", Organization, "Russia, Siberia"
youtube, "YouTube", Organization, ""
leveros, "Lever OS", Organization, ""
allegro, "Allegro Tech", Organization, "Poland"
knq, "KNQ", Organization, "Colorado"
s3git, "s3git", Organization, "The Netherlands"
Dataman-Cloud, "Dataman Cloud", Organization, "Beijing"
rook, "Rook", Organization, ""
digitalocean, "DigitalOcean", Organization, "New York, NY"
lgtmco, "LGTM", Organization, "San Francisco"
chain, "Chain", Organization, "San Francisco, CA"
hashicorp, "HashiCorp", Organization, "San Francisco, CA"
mailru, "Free and open source software developed at Mail.Ru", Organization, "Russia"
puma, "Puma", Organization, "Los Angeles, CA"
jpmorganchase, "J.P. Morgan", Organization, ""
slackhq, "Slack", Organization, "San Francisco & Vancouver"
gopherds, "GopherDS (Go Data Science)", Organization, "#data-science on gophers slack"
GoASTScanner, "Go AST Scanner", Organization, ""
blox, "", Organization, ""
go-gitea, "Gitea", Organization, "Git Earth"
coreos, "CoreOS", Organization, ""
oklog, "OK Log", Organization, ""
apcera, "Apcera", Organization, "San Francisco, CA"
wercker, "wercker", Organization, "Amsterdam"
meshbird, "Meshbird", Organization, ""
nats-io, "NATS Cloud Native Messaging System", Organization, "San Francisco, CA"
slicebit, "", Organization, ""
hyperledger, "Hyperledger Project", Organization, ""
square, "Square", Organization, ""
pinterest, "Pinterest", Organization, "San Francisco, California"
eawsy, "eawsy", Organization, "Le Cloud"
go-reform, "", Organization, ""
shadowsocks-plus, "", Organization, ""
facebookincubator, "Facebook Incubator", Organization, "Menlo Park, California"
minio, "Minio Cloud Storage", Organization, "Palo Alto, CA"
splitsh, "", Organization, ""
gitql, "", Organization, ""
packetzoom, "", Organization, ""
gaia-adm, "Gaia Dev Analytics", Organization, ""
vattle, "Vattle", Organization, "Canada & Australia"
fission, "Fission", Organization, ""
FlashBoys, "", Organization, ""
open-lambda, "OpenLambda", Organization, ""
awslabs, "Amazon Web Services - Labs", Organization, "Seattle, WA"
go-playground, "Go Playgound", Organization, "Canada"
Qihoo360, "Qihoo 360", Organization, "Beijing, China"
CloudyKit, "", Organization, ""
atmanos, "AtmanOS", Organization, ""
gocelery, "gocelery", Organization, ""
jetstack, "Jetstack", Organization, "London/Bristol, UK"
supergiant, "Supergiant", Organization, ""
caicloud, "Caicloud", Organization, "Hangzhou, China"
keybase, "Keybase", Organization, "New York, NY"
json-iterator, "", Organization, ""
gruntwork-io, "Gruntwork", Organization, ""
graymeta, "graymeta", Organization, "Los Angeles, CA - London, UK"
lessgo, "Lessgo", Organization, ""
spacemonkeygo, "Space Monkey Go", Organization, ""
nuveo, "Nuveo", Organization, "Brazil, Sao Paulo"
snickers, "Snickers", Organization, "Brooklyn, NY"
goreleaser, "GoReleaser", Organization, ""
NYTimes, "The New York Times", Organization, "New York, NY"
apprenda, "Apprenda Inc.", Organization, "New York, NY"
git-time-metric, "Git Time Metric", Organization, ""
line, "LINE", Organization, "Tokyo, Japan"
PalmStoneGames, "Palm Stone Games", Organization, ""
apex, "Apex", Organization, "Victoria BC"
palantir, "Palantir Technologies", Organization, "Palo Alto, CA"
ursiform, "", Organization, ""
dingoblog, "Dingo Blog Engine", Organization, ""
tgres, "tgres", Organization, ""
cloudinsight, "Cloudinsight", Organization, "Beijing, China"
pagarme, "Pagar.me", Organization, "Brazil"
lightningnetwork, "", Organization, ""
go-oauth2, "Golang OAuth 2.0", Organization, "China"
stripe, "Stripe", Organization, "San Francisco, CA"
iris-contrib, "Iris Contrib", Organization, ""
opencontainers, "Open Container Initiative", Organization, ""
sensepost, "SensePost", Organization, "South Africa"
ninibe, "", Organization, ""
manifoldco, "", Organization, ""
o3ma, "open Threema ", Organization, ""
goiot, "Go IoT", Organization, ""
buildertools, "", Organization, ""
nginxinc, "NGINX, Inc.", Organization, "San Francisco, CA"
unigornel, "unigornel", Organization, ""
dropbox, "Dropbox", Organization, "San Francisco"
goburrow, "GoBurrow", Organization, ""
newrelic, "New Relic", Organization, "San Francisco, CA"
facebook, "Facebook", Organization, "Menlo Park, California"
stickermule, "Sticker Mule", Organization, "Earth"
parkomat, "", Organization, ""
open-falcon, "Open-Falcon ", Organization, "Beijing"
01org, "01org", Organization, "Hillsboro, Oregon, USA"
gliderlabs, "Glider Labs", Organization, "Austin, TX"
unidoc, "UniDoc", Organization, "The Web"
IBM-Blockchain, "IBM Blockchain", Organization, ""
toddproject, "", Organization, ""
go-music-theory, "Music Theory", Organization, ""
hprose, "Hprose", Organization, "China"
upmc-enterprises, "", Organization, ""
zeroturnaround, "ZeroTurnaround", Organization, "Tartu"
segmentio, "Segment", Organization, "San Francisco, CA"
projectatomic, "Project Atomic", Organization, "Project Atomic project, tool, and repo umbrella group.  Contact atomic@projectatomic.io list with any questions."
tracer, "Tracer", Organization, ""
fagongzi, "", Organization, ""
scaleway, "Scaleway", Organization, "Paris, France"
grpc-ecosystem, "gRPC Ecosystem", Organization, ""
mayflower, "Mayflower GmbH", Organization, "Germany"
go-gas, "", Organization, "Taiwan"
confluentinc, "Confluent Inc.", Organization, "Palo Alto, CA"
blue-jay, "Blue Jay", Organization, ""
swipely, "Swipely", Organization, "Providence, RI"
fabric8io, "fabric8", Organization, "the cloud"
ovh, "OVH", Organization, ""
logv, "log(v)", Organization, "US"
minishift, "", Organization, ""
eclipse, "Eclipse Foundation", Organization, ""
thisendout, "This End Out", Organization, ""
codeship, "Codeship", Organization, "Boston"
ventu-io, "ventu.io", Organization, "Zurich"
vulkan-go, "", Organization, ""
samsarahq, "", Organization, ""
BuoyantIO, "Buoyant", Organization, "San Francisco, CA, USA"
acksin, "Acksin", Organization, ""
aws, "Amazon Web Services", Organization, "Seattle, WA"
openzipkin, "Open Zipkin", Organization, ""
taitan-io, "Taitan Tech", Organization, ""
go-gem, "Gem", Organization, ""
franela, "", Organization, ""
aporeto-inc, "Aporeto", Organization, "San Jose, CA"
STNS, "STNS", Organization, ""
OpenBazaar, "OpenBazaar", Organization, "everywhere"
weaveworks, "Weaveworks", Organization, "London, Berlin and San Francisco"
badoo, "Badoo Development", Organization, "Moscow & London"
spatie, "Spatie", Organization, "Antwerp, Belgium"
the-control-group, "The Control Group", Organization, "San Diego"
SimpleRegex, "Simple Regex Language", Organization, ""
docker, "Docker", Organization, ""
laravel, "The Laravel PHP Framework", Organization, ""
rinvex, "Rinvex", Organization, "Alexandria, Egypt"
InfyOmLabs, "InfyOm Labs", Organization, "Surat, India"
nextcloud, "Nextcloud", Organization, "The Internet, https://twitter.com/nextclouders"
php-ai, "PHP Artificial Intelligence", Organization, ""
tightenco, "Tighten Co.", Organization, "Chicago"
cnvs, "Canvas", Organization, ""
Vuedo, "vuedo", Organization, ""
teamtnt, "TNT Studio", Organization, "Zagreb"
YABhq, "YAB", Organization, "Barrie, Ontario"
Leafpub, "Leafpub", Organization, ""
etsy, "Etsy, Inc.", Organization, "Brooklyn, NY"
Hifone, "", Organization, ""
MenaraSolutions, "Menara Solutions", Organization, "Melbourne, Australia"
phpstan, "", Organization, ""
WhiteHouse, "The White House", Organization, "Washington, D.C."
codecasts, "CODECASTS", Organization, "Brazil"
ReactiveX, "ReactiveX", Organization, ""
PHPOffice, "PHPOffice", Organization, "The Internet"
Taskulu, "Taskulu", Organization, ""
passbolt, "Passbolt", Organization, ""
ericmakesstuff, "", Organization, ""
Porto-SAP, "Porto SAP", Organization, ""
breakthenet, "", Organization, ""
ScriptFUSION, "", Organization, ""
LaravelRUS, "Laravel  Framework  Russian Community", Organization, "Russia"
Tencent, "Tencent", Organization, "Shenzhen, China"
EasyCorp, "EasyCorp", Organization, ""
roots, "Roots", Organization, ""
plank, "Plank Design", Organization, "Montreal, Canada"
CityOfBoston, "City of Boston", Organization, "Boston, Massachusetts, USA"
pmmp, "", Organization, "The World"
paragonie, "Paragon Initiative Enterprises", Organization, "Orlando, FL"
jitamin, "jitamin", Organization, ""
svtek, "", Organization, "Istanbul"
wodby, "Wodby", Organization, ""
htmlburger, "htmlburger", Organization, "Varna, Bulgaria"
badoo, "Badoo Development", Organization, "Moscow & London"
undemanding, "", Organization, ""
aszone, "ASZone", Organization, ""
PrivateBin, "", Organization, ""
marvinlabs, "MarvinLabs", Organization, "Biarritz, France"
tecnickcom, "Tecnick.com LTD", Organization, "UK"
PHPMessageBus, "PHP Message Bus", Organization, "Barcelona"
laracademy, "Laracademy", Organization, "Ontario, Canada"
nettitude, "Nettitude", Organization, "Leamington Spa"
Limenius, "Limenius", Organization, ""
line, "LINE", Organization, "Tokyo, Japan"
processwire, "ProcessWire", Organization, ""
pimax, "Pimax Interactive", Organization, "Toronto, Moscow"
ClearSkyTeam, "", Organization, "In a world of sugarcotton flowers, rainbow unicorns and cookie rains"
Minds, "Minds", Organization, "Earth"
acquia, "Acquia", Organization, "Boston, Massachusetts, USA"
postaddictme, "Postaddict.me", Organization, ""
consolidation, "Consolidation", Organization, ""
laravel-notification-channels, "Laravel Notification Channels", Organization, "All around you"
resultsystems, "Result  Systems", Organization, ""
php-ds, "php-ds", Organization, ""
phpdocker-io, "", Organization, ""
Web-Feet, "Web-Feet", Organization, ""
soberwp, "sober", Organization, ""
Freemius, "Freemius", Organization, "NYC"
Pennebaker, "Pennebaker", Organization, "Houston, Texas"
Lullabot, "Lullabot", Organization, ""
async-interop, "PHP Asynchronous Interoperability Group", Organization, ""
jolicode, "JoliCode", Organization, "Paris, France"
stuttter, "Stuttter", Organization, "Worldwide"
facebook, "Facebook", Organization, "Menlo Park, California"
delight-im, "delight.im", Organization, ""
producerphp, "", Organization, ""
atk4, "Agile Toolkit", Organization, ""
Tencent, "Tencent", Organization, "Shenzhen, China"
CRYTEK-CRYENGINE, "", Organization, "Frankfurt am Main, Germany"
facebookresearch, "", Organization, ""
facebook, "Facebook", Organization, "Menlo Park, California"
uWebSockets, "", Organization, "Sweden"
PaddlePaddle, "", Organization, ""
dropbox, "Dropbox", Organization, "San Francisco"
google, "Google", Organization, ""
Microsoft, "Microsoft", Organization, "Redmond, WA"
amznlabs, "Amazon - Labs", Organization, "Seattle, WA"
googlecartographer, "Cartographer", Organization, ""
Croteam-official, "", Organization, ""
yandex, "Yandex", Organization, "Moscow, Russia"
opentoonz, "OpenToonz", Organization, ""
udacity, "Udacity", Organization, "Mountain View, CA"
alibaba, "Alibaba", Organization, "Hangzhou, China"
LibreVR, "", Organization, ""
AnyRTC, "铂渊信息技术（上海）有限公司", Organization, "上海市杨浦区国权北路1688号湾谷科技园A6栋"
tensorflow, "", Organization, ""
KhronosGroup, "The Khronos Group", Organization, "Beaverton OR"
openthread, "OpenThread", Organization, ""
CppCon, "CppCon", Organization, ""
PixarAnimationStudios, "Pixar Animation Studios", Organization, "1200 Park Avenue Emeryville CA 94608"
wiseio, "Wise.io", Organization, "Berkeley, CA"
BitFunnel, "", Organization, ""
networkprotocol, "The Network Protocol Company", Organization, "Santa Monica, CA"
phaistos-networks, "Phaistos Networks", Organization, "Crete, Greece"
eventql, "", Organization, "Berlin, Amsterdam"
GPUOpen-ProfessionalCompute-Tools, "GPUOpen", Organization, ""
facebookincubator, "Facebook Incubator", Organization, "Menlo Park, California"
lyft, "Lyft", Organization, "San Francisco, CA"
dmlc, "Distributed (Deep) Machine Learning Community", Organization, ""
TorchCraft, "", Organization, ""
MicrosoftEdge, "Microsoft Edge", Organization, ""
baidu-research, "", Organization, ""
draios, "Sysdig", Organization, "San Francisco"
uber, "Uber", Organization, ""
GPUOpen-Tools, "", Organization, ""
GameTechDev, "", Organization, ""
BreakingMalwareResearch, "", Organization, ""
01org, "01org", Organization, "Hillsboro, Oregon, USA"
keystone-engine, "Keystone Engine", Organization, ""
unrealcv, "", Organization, ""
mailru, "Free and open source software developed at Mail.Ru", Organization, "Russia"
thunlp, "THUNLP", Organization, "FIT Building, Tsinghua University, Beijing"
GPUOpen-LibrariesAndSDKs, "GPUOpen Libraries & SDKs", Organization, ""
Ableton, "", Organization, ""
salestock, "Sale Stock", Organization, "Indonesia"
simit-lang, "Simit", Organization, ""
vusec, "VUSec", Organization, ""
modzero, "modzero", Organization, "Winterthur, Switzerland"
grame-cncm, "GRAME", Organization, "Lyon"
eclipse, "Eclipse Foundation", Organization, ""
griddb, "GridDB", Organization, "Japan"
espressif, "Espressif Systems", Organization, "Shanghai,China"
ml4a, "ml4a", Organization, ""
HostsTools, "Hosts Tool Pool", Organization, ""
